year_lag1,itl221cd,current_nc_year,previous_nc_year,previous_headcount
2012,TLC1,year_group_10,year_group_9,13171
2013,TLC1,year_group_10,year_group_9,12640
2014,TLC1,year_group_10,year_group_9,12422
2015,TLC1,year_group_10,year_group_9,12043
2016,TLC1,year_group_10,year_group_9,11443
2017,TLC1,year_group_10,year_group_9,11455
2018,TLC1,year_group_10,year_group_9,11875
2019,TLC1,year_group_10,year_group_9,12286
2020,TLC1,year_group_10,year_group_9,12613
2021,TLC1,year_group_10,year_group_9,12870
2022,TLC1,year_group_10,year_group_9,13040
2023,TLC1,year_group_10,year_group_9,13459
2012,TLD7,year_group_10,year_group_9,17129
2013,TLD7,year_group_10,year_group_9,16305
2014,TLD7,year_group_10,year_group_9,16219
2015,TLD7,year_group_10,year_group_9,15465
2016,TLD7,year_group_10,year_group_9,15144
2017,TLD7,year_group_10,year_group_9,14832
2018,TLD7,year_group_10,year_group_9,15199
2019,TLD7,year_group_10,year_group_9,15436
2020,TLD7,year_group_10,year_group_9,15763
2021,TLD7,year_group_10,year_group_9,16375
2022,TLD7,year_group_10,year_group_9,16450
2023,TLD7,year_group_10,year_group_9,17239
2012,TLD6,year_group_10,year_group_9,10296
2013,TLD6,year_group_10,year_group_9,9895
2014,TLD6,year_group_10,year_group_9,9876
2015,TLD6,year_group_10,year_group_9,9487
2016,TLD6,year_group_10,year_group_9,9191
2017,TLD6,year_group_10,year_group_9,9181
2018,TLD6,year_group_10,year_group_9,9488
2019,TLD6,year_group_10,year_group_9,9686
2020,TLD6,year_group_10,year_group_9,10044
2021,TLD6,year_group_10,year_group_9,10017
2022,TLD6,year_group_10,year_group_9,10358
2023,TLD6,year_group_10,year_group_9,10860
2012,TLD4,year_group_10,year_group_9,16769
2013,TLD4,year_group_10,year_group_9,15990
2014,TLD4,year_group_10,year_group_9,15949
2015,TLD4,year_group_10,year_group_9,15404
2016,TLD4,year_group_10,year_group_9,15415
2017,TLD4,year_group_10,year_group_9,14951
2018,TLD4,year_group_10,year_group_9,15496
2019,TLD4,year_group_10,year_group_9,15984
2020,TLD4,year_group_10,year_group_9,16526
2021,TLD4,year_group_10,year_group_9,16341
2022,TLD4,year_group_10,year_group_9,16911
2023,TLD4,year_group_10,year_group_9,17407
2012,TLE1,year_group_10,year_group_9,10376
2013,TLE1,year_group_10,year_group_9,9967
2014,TLE1,year_group_10,year_group_9,9668
2015,TLE1,year_group_10,year_group_9,9155
2016,TLE1,year_group_10,year_group_9,9111
2017,TLE1,year_group_10,year_group_9,8720
2018,TLE1,year_group_10,year_group_9,8803
2019,TLE1,year_group_10,year_group_9,9236
2020,TLE1,year_group_10,year_group_9,9665
2021,TLE1,year_group_10,year_group_9,9789
2022,TLE1,year_group_10,year_group_9,10105
2023,TLE1,year_group_10,year_group_9,10454
2012,TLE2,year_group_10,year_group_9,8548
2013,TLE2,year_group_10,year_group_9,8304
2014,TLE2,year_group_10,year_group_9,8242
2015,TLE2,year_group_10,year_group_9,7882
2016,TLE2,year_group_10,year_group_9,7680
2017,TLE2,year_group_10,year_group_9,7713
2018,TLE2,year_group_10,year_group_9,7952
2019,TLE2,year_group_10,year_group_9,8046
2020,TLE2,year_group_10,year_group_9,8097
2021,TLE2,year_group_10,year_group_9,8256
2022,TLE2,year_group_10,year_group_9,8120
2023,TLE2,year_group_10,year_group_9,8630
2012,TLF1,year_group_10,year_group_9,22959
2013,TLF1,year_group_10,year_group_9,22473
2014,TLF1,year_group_10,year_group_9,22036
2015,TLF1,year_group_10,year_group_9,21088
2016,TLF1,year_group_10,year_group_9,20500
2017,TLF1,year_group_10,year_group_9,20259
2018,TLF1,year_group_10,year_group_9,20881
2019,TLF1,year_group_10,year_group_9,21428
2020,TLF1,year_group_10,year_group_9,21712
2021,TLF1,year_group_10,year_group_9,22386
2022,TLF1,year_group_10,year_group_9,23201
2023,TLF1,year_group_10,year_group_9,24234
2012,TLF2,year_group_10,year_group_9,19183
2013,TLF2,year_group_10,year_group_9,18867
2014,TLF2,year_group_10,year_group_9,18918
2015,TLF2,year_group_10,year_group_9,18617
2016,TLF2,year_group_10,year_group_9,18135
2017,TLF2,year_group_10,year_group_9,18247
2018,TLF2,year_group_10,year_group_9,18885
2019,TLF2,year_group_10,year_group_9,19435
2020,TLF2,year_group_10,year_group_9,19845
2021,TLF2,year_group_10,year_group_9,20322
2022,TLF2,year_group_10,year_group_9,21151
2023,TLF2,year_group_10,year_group_9,21973
2012,TLG1,year_group_10,year_group_9,13916
2013,TLG1,year_group_10,year_group_9,13546
2014,TLG1,year_group_10,year_group_9,13344
2015,TLG1,year_group_10,year_group_9,12944
2016,TLG1,year_group_10,year_group_9,12720
2017,TLG1,year_group_10,year_group_9,12445
2018,TLG1,year_group_10,year_group_9,12826
2019,TLG1,year_group_10,year_group_9,13361
2020,TLG1,year_group_10,year_group_9,13613
2021,TLG1,year_group_10,year_group_9,13655
2022,TLG1,year_group_10,year_group_9,14161
2023,TLG1,year_group_10,year_group_9,14453
2012,TLG2,year_group_10,year_group_9,17700
2013,TLG2,year_group_10,year_group_9,16845
2014,TLG2,year_group_10,year_group_9,16406
2015,TLG2,year_group_10,year_group_9,16096
2016,TLG2,year_group_10,year_group_9,15398
2017,TLG2,year_group_10,year_group_9,15328
2018,TLG2,year_group_10,year_group_9,15797
2019,TLG2,year_group_10,year_group_9,16369
2020,TLG2,year_group_10,year_group_9,16574
2021,TLG2,year_group_10,year_group_9,16380
2022,TLG2,year_group_10,year_group_9,17355
2023,TLG2,year_group_10,year_group_9,18145
2012,TLK1,year_group_10,year_group_9,25050
2013,TLK1,year_group_10,year_group_9,24583
2014,TLK1,year_group_10,year_group_9,24235
2015,TLK1,year_group_10,year_group_9,23603
2016,TLK1,year_group_10,year_group_9,23077
2017,TLK1,year_group_10,year_group_9,22738
2018,TLK1,year_group_10,year_group_9,23739
2019,TLK1,year_group_10,year_group_9,23918
2020,TLK1,year_group_10,year_group_9,24279
2021,TLK1,year_group_10,year_group_9,24612
2022,TLK1,year_group_10,year_group_9,25751
2023,TLK1,year_group_10,year_group_9,26956
2012,TLK4,year_group_10,year_group_9,12134
2013,TLK4,year_group_10,year_group_9,11601
2014,TLK4,year_group_10,year_group_9,11584
2015,TLK4,year_group_10,year_group_9,11079
2016,TLK4,year_group_10,year_group_9,10681
2017,TLK4,year_group_10,year_group_9,10538
2018,TLK4,year_group_10,year_group_9,10897
2019,TLK4,year_group_10,year_group_9,11029
2020,TLK4,year_group_10,year_group_9,11263
2021,TLK4,year_group_10,year_group_9,11441
2022,TLK4,year_group_10,year_group_9,11646
2023,TLK4,year_group_10,year_group_9,11764
2012,TLH1,year_group_10,year_group_9,25134
2013,TLH1,year_group_10,year_group_9,24409
2014,TLH1,year_group_10,year_group_9,24017
2015,TLH1,year_group_10,year_group_9,23547
2016,TLH1,year_group_10,year_group_9,22876
2017,TLH1,year_group_10,year_group_9,22461
2018,TLH1,year_group_10,year_group_9,23091
2019,TLH1,year_group_10,year_group_9,23846
2020,TLH1,year_group_10,year_group_9,24206
2021,TLH1,year_group_10,year_group_9,24170
2022,TLH1,year_group_10,year_group_9,25358
2023,TLH1,year_group_10,year_group_9,26567
2012,TLH2,year_group_10,year_group_9,20287
2013,TLH2,year_group_10,year_group_9,20255
2014,TLH2,year_group_10,year_group_9,19974
2015,TLH2,year_group_10,year_group_9,19658
2016,TLH2,year_group_10,year_group_9,19802
2017,TLH2,year_group_10,year_group_9,19633
2018,TLH2,year_group_10,year_group_9,20285
2019,TLH2,year_group_10,year_group_9,20606
2020,TLH2,year_group_10,year_group_9,20931
2021,TLH2,year_group_10,year_group_9,21589
2022,TLH2,year_group_10,year_group_9,22495
2023,TLH2,year_group_10,year_group_9,23579
2012,TLH3,year_group_10,year_group_9,19799
2013,TLH3,year_group_10,year_group_9,19414
2014,TLH3,year_group_10,year_group_9,19217
2015,TLH3,year_group_10,year_group_9,18503
2016,TLH3,year_group_10,year_group_9,18364
2017,TLH3,year_group_10,year_group_9,17893
2018,TLH3,year_group_10,year_group_9,18424
2019,TLH3,year_group_10,year_group_9,19211
2020,TLH3,year_group_10,year_group_9,19192
2021,TLH3,year_group_10,year_group_9,19765
2022,TLH3,year_group_10,year_group_9,20327
2023,TLH3,year_group_10,year_group_9,21164
2012,TLJ4,year_group_10,year_group_9,20137
2013,TLJ4,year_group_10,year_group_9,19715
2014,TLJ4,year_group_10,year_group_9,19351
2015,TLJ4,year_group_10,year_group_9,18764
2016,TLJ4,year_group_10,year_group_9,18451
2017,TLJ4,year_group_10,year_group_9,18526
2018,TLJ4,year_group_10,year_group_9,18960
2019,TLJ4,year_group_10,year_group_9,19247
2020,TLJ4,year_group_10,year_group_9,19603
2021,TLJ4,year_group_10,year_group_9,20383
2022,TLJ4,year_group_10,year_group_9,21004
2023,TLJ4,year_group_10,year_group_9,21731
2012,TLJ1,year_group_10,year_group_9,23912
2013,TLJ1,year_group_10,year_group_9,23819
2014,TLJ1,year_group_10,year_group_9,23979
2015,TLJ1,year_group_10,year_group_9,23431
2016,TLJ1,year_group_10,year_group_9,23524
2017,TLJ1,year_group_10,year_group_9,23147
2018,TLJ1,year_group_10,year_group_9,24244
2019,TLJ1,year_group_10,year_group_9,25048
2020,TLJ1,year_group_10,year_group_9,25523
2021,TLJ1,year_group_10,year_group_9,26194
2022,TLJ1,year_group_10,year_group_9,27441
2023,TLJ1,year_group_10,year_group_9,29137
2012,TLJ2,year_group_10,year_group_9,26452
2013,TLJ2,year_group_10,year_group_9,26563
2014,TLJ2,year_group_10,year_group_9,26185
2015,TLJ2,year_group_10,year_group_9,25427
2016,TLJ2,year_group_10,year_group_9,24921
2017,TLJ2,year_group_10,year_group_9,24307
2018,TLJ2,year_group_10,year_group_9,25433
2019,TLJ2,year_group_10,year_group_9,25893
2020,TLJ2,year_group_10,year_group_9,25850
2021,TLJ2,year_group_10,year_group_9,26694
2022,TLJ2,year_group_10,year_group_9,27709
2023,TLJ2,year_group_10,year_group_9,28711
2012,TLJ3,year_group_10,year_group_9,19320
2013,TLJ3,year_group_10,year_group_9,18676
2014,TLJ3,year_group_10,year_group_9,18701
2015,TLJ3,year_group_10,year_group_9,17971
2016,TLJ3,year_group_10,year_group_9,17447
2017,TLJ3,year_group_10,year_group_9,17199
2018,TLJ3,year_group_10,year_group_9,17560
2019,TLJ3,year_group_10,year_group_9,17943
2020,TLJ3,year_group_10,year_group_9,18547
2021,TLJ3,year_group_10,year_group_9,18647
2022,TLJ3,year_group_10,year_group_9,19317
2023,TLJ3,year_group_10,year_group_9,19991
2012,TLK3,year_group_10,year_group_9,5904
2013,TLK3,year_group_10,year_group_9,5747
2014,TLK3,year_group_10,year_group_9,5659
2015,TLK3,year_group_10,year_group_9,5526
2016,TLK3,year_group_10,year_group_9,5282
2017,TLK3,year_group_10,year_group_9,5249
2018,TLK3,year_group_10,year_group_9,5249
2019,TLK3,year_group_10,year_group_9,5283
2020,TLK3,year_group_10,year_group_9,5484
2021,TLK3,year_group_10,year_group_9,5568
2022,TLK3,year_group_10,year_group_9,5745
2023,TLK3,year_group_10,year_group_9,5815
2012,TLC2,year_group_10,year_group_9,15326
2013,TLC2,year_group_10,year_group_9,14857
2014,TLC2,year_group_10,year_group_9,14432
2015,TLC2,year_group_10,year_group_9,13931
2016,TLC2,year_group_10,year_group_9,13784
2017,TLC2,year_group_10,year_group_9,13409
2018,TLC2,year_group_10,year_group_9,13663
2019,TLC2,year_group_10,year_group_9,13919
2020,TLC2,year_group_10,year_group_9,14162
2021,TLC2,year_group_10,year_group_9,14499
2022,TLC2,year_group_10,year_group_9,14635
2023,TLC2,year_group_10,year_group_9,15379
2012,TLK2,year_group_10,year_group_9,13377
2013,TLK2,year_group_10,year_group_9,13171
2014,TLK2,year_group_10,year_group_9,12756
2015,TLK2,year_group_10,year_group_9,12470
2016,TLK2,year_group_10,year_group_9,11930
2017,TLK2,year_group_10,year_group_9,11637
2018,TLK2,year_group_10,year_group_9,12209
2019,TLK2,year_group_10,year_group_9,12141
2020,TLK2,year_group_10,year_group_9,12451
2021,TLK2,year_group_10,year_group_9,12481
2022,TLK2,year_group_10,year_group_9,12824
2023,TLK2,year_group_10,year_group_9,13361
2012,TLD1,year_group_10,year_group_9,5729
2013,TLD1,year_group_10,year_group_9,5488
2014,TLD1,year_group_10,year_group_9,5334
2015,TLD1,year_group_10,year_group_9,5168
2016,TLD1,year_group_10,year_group_9,5011
2017,TLD1,year_group_10,year_group_9,4836
2018,TLD1,year_group_10,year_group_9,5045
2019,TLD1,year_group_10,year_group_9,5223
2020,TLD1,year_group_10,year_group_9,5140
2021,TLD1,year_group_10,year_group_9,5276
2022,TLD1,year_group_10,year_group_9,5328
2023,TLD1,year_group_10,year_group_9,5477
2012,TLF3,year_group_10,year_group_9,8304
2013,TLF3,year_group_10,year_group_9,8293
2014,TLF3,year_group_10,year_group_9,8183
2015,TLF3,year_group_10,year_group_9,7830
2016,TLF3,year_group_10,year_group_9,7598
2017,TLF3,year_group_10,year_group_9,7316
2018,TLF3,year_group_10,year_group_9,7709
2019,TLF3,year_group_10,year_group_9,7684
2020,TLF3,year_group_10,year_group_9,7800
2021,TLF3,year_group_10,year_group_9,7981
2022,TLF3,year_group_10,year_group_9,8181
2023,TLF3,year_group_10,year_group_9,8593
2012,TLD3,year_group_10,year_group_9,30577
2013,TLD3,year_group_10,year_group_9,29717
2014,TLD3,year_group_10,year_group_9,29545
2015,TLD3,year_group_10,year_group_9,29053
2016,TLD3,year_group_10,year_group_9,28637
2017,TLD3,year_group_10,year_group_9,28987
2018,TLD3,year_group_10,year_group_9,29709
2019,TLD3,year_group_10,year_group_9,30950
2020,TLD3,year_group_10,year_group_9,31953
2021,TLD3,year_group_10,year_group_9,32900
2022,TLD3,year_group_10,year_group_9,34042
2023,TLD3,year_group_10,year_group_9,35131
2012,TLE3,year_group_10,year_group_9,15039
2013,TLE3,year_group_10,year_group_9,14557
2014,TLE3,year_group_10,year_group_9,14150
2015,TLE3,year_group_10,year_group_9,13848
2016,TLE3,year_group_10,year_group_9,13449
2017,TLE3,year_group_10,year_group_9,13303
2018,TLE3,year_group_10,year_group_9,13666
2019,TLE3,year_group_10,year_group_9,13988
2020,TLE3,year_group_10,year_group_9,14248
2021,TLE3,year_group_10,year_group_9,14536
2022,TLE3,year_group_10,year_group_9,15002
2023,TLE3,year_group_10,year_group_9,15602
2012,TLG3,year_group_10,year_group_9,33061
2013,TLG3,year_group_10,year_group_9,32024
2014,TLG3,year_group_10,year_group_9,31992
2015,TLG3,year_group_10,year_group_9,31758
2016,TLG3,year_group_10,year_group_9,31664
2017,TLG3,year_group_10,year_group_9,31832
2018,TLG3,year_group_10,year_group_9,33080
2019,TLG3,year_group_10,year_group_9,34130
2020,TLG3,year_group_10,year_group_9,34805
2021,TLG3,year_group_10,year_group_9,35534
2022,TLG3,year_group_10,year_group_9,36410
2023,TLG3,year_group_10,year_group_9,38086
2012,TLE4,year_group_10,year_group_9,24823
2013,TLE4,year_group_10,year_group_9,24535
2014,TLE4,year_group_10,year_group_9,24785
2015,TLE4,year_group_10,year_group_9,24232
2016,TLE4,year_group_10,year_group_9,23680
2017,TLE4,year_group_10,year_group_9,24026
2018,TLE4,year_group_10,year_group_9,24557
2019,TLE4,year_group_10,year_group_9,25578
2020,TLE4,year_group_10,year_group_9,26214
2021,TLE4,year_group_10,year_group_9,26960
2022,TLE4,year_group_10,year_group_9,27340
2023,TLE4,year_group_10,year_group_9,28490
2012,TLI3,year_group_10,year_group_9,6694
2013,TLI3,year_group_10,year_group_9,6617
2014,TLI3,year_group_10,year_group_9,6650
2015,TLI3,year_group_10,year_group_9,6890
2016,TLI3,year_group_10,year_group_9,6998
2017,TLI3,year_group_10,year_group_9,6967
2018,TLI3,year_group_10,year_group_9,7389
2019,TLI3,year_group_10,year_group_9,7560
2020,TLI3,year_group_10,year_group_9,7593
2021,TLI3,year_group_10,year_group_9,7728
2022,TLI3,year_group_10,year_group_9,8003
2023,TLI3,year_group_10,year_group_9,8087
2012,TLI5,year_group_10,year_group_9,20904
2013,TLI5,year_group_10,year_group_9,20483
2014,TLI5,year_group_10,year_group_9,20670
2015,TLI5,year_group_10,year_group_9,20456
2016,TLI5,year_group_10,year_group_9,20322
2017,TLI5,year_group_10,year_group_9,20258
2018,TLI5,year_group_10,year_group_9,21018
2019,TLI5,year_group_10,year_group_9,21387
2020,TLI5,year_group_10,year_group_9,21980
2021,TLI5,year_group_10,year_group_9,21960
2022,TLI5,year_group_10,year_group_9,22826
2023,TLI5,year_group_10,year_group_9,23515
2012,TLI7,year_group_10,year_group_9,18853
2013,TLI7,year_group_10,year_group_9,18732
2014,TLI7,year_group_10,year_group_9,18842
2015,TLI7,year_group_10,year_group_9,19091
2016,TLI7,year_group_10,year_group_9,18586
2017,TLI7,year_group_10,year_group_9,19131
2018,TLI7,year_group_10,year_group_9,19690
2019,TLI7,year_group_10,year_group_9,20204
2020,TLI7,year_group_10,year_group_9,20973
2021,TLI7,year_group_10,year_group_9,21385
2022,TLI7,year_group_10,year_group_9,22127
2023,TLI7,year_group_10,year_group_9,23542
2012,TLI6,year_group_10,year_group_9,13265
2013,TLI6,year_group_10,year_group_9,13097
2014,TLI6,year_group_10,year_group_9,12941
2015,TLI6,year_group_10,year_group_9,12723
2016,TLI6,year_group_10,year_group_9,12567
2017,TLI6,year_group_10,year_group_9,12365
2018,TLI6,year_group_10,year_group_9,12840
2019,TLI6,year_group_10,year_group_9,13362
2020,TLI6,year_group_10,year_group_9,13538
2021,TLI6,year_group_10,year_group_9,13702
2022,TLI6,year_group_10,year_group_9,14468
2023,TLI6,year_group_10,year_group_9,15020
2012,TLI4,year_group_10,year_group_9,18650
2013,TLI4,year_group_10,year_group_9,18439
2014,TLI4,year_group_10,year_group_9,18621
2015,TLI4,year_group_10,year_group_9,19088
2016,TLI4,year_group_10,year_group_9,18874
2017,TLI4,year_group_10,year_group_9,19263
2018,TLI4,year_group_10,year_group_9,20242
2019,TLI4,year_group_10,year_group_9,20651
2020,TLI4,year_group_10,year_group_9,21147
2021,TLI4,year_group_10,year_group_9,21409
2022,TLI4,year_group_10,year_group_9,22221
2023,TLI4,year_group_10,year_group_9,22799
2012,TLC1,year_group_11,year_group_10,13095
2013,TLC1,year_group_11,year_group_10,13110
2014,TLC1,year_group_11,year_group_10,12531
2015,TLC1,year_group_11,year_group_10,12341
2016,TLC1,year_group_11,year_group_10,11951
2017,TLC1,year_group_11,year_group_10,11302
2018,TLC1,year_group_11,year_group_10,11261
2019,TLC1,year_group_11,year_group_10,11672
2020,TLC1,year_group_11,year_group_10,12091
2021,TLC1,year_group_11,year_group_10,12490
2022,TLC1,year_group_11,year_group_10,12738
2023,TLC1,year_group_11,year_group_10,12825
2012,TLD7,year_group_11,year_group_10,16680
2013,TLD7,year_group_11,year_group_10,16900
2014,TLD7,year_group_11,year_group_10,15986
2015,TLD7,year_group_11,year_group_10,15855
2016,TLD7,year_group_11,year_group_10,15199
2017,TLD7,year_group_11,year_group_10,14702
2018,TLD7,year_group_11,year_group_10,14488
2019,TLD7,year_group_11,year_group_10,14917
2020,TLD7,year_group_11,year_group_10,15247
2021,TLD7,year_group_11,year_group_10,15616
2022,TLD7,year_group_11,year_group_10,16212
2023,TLD7,year_group_11,year_group_10,16282
2012,TLD6,year_group_11,year_group_10,9910
2013,TLD6,year_group_11,year_group_10,10287
2014,TLD6,year_group_11,year_group_10,9852
2015,TLD6,year_group_11,year_group_10,9847
2016,TLD6,year_group_11,year_group_10,9453
2017,TLD6,year_group_11,year_group_10,9134
2018,TLD6,year_group_11,year_group_10,9093
2019,TLD6,year_group_11,year_group_10,9377
2020,TLD6,year_group_11,year_group_10,9631
2021,TLD6,year_group_11,year_group_10,10007
2022,TLD6,year_group_11,year_group_10,9972
2023,TLD6,year_group_11,year_group_10,10357
2012,TLD4,year_group_11,year_group_10,16310
2013,TLD4,year_group_11,year_group_10,16665
2014,TLD4,year_group_11,year_group_10,15847
2015,TLD4,year_group_11,year_group_10,15938
2016,TLD4,year_group_11,year_group_10,15276
2017,TLD4,year_group_11,year_group_10,15189
2018,TLD4,year_group_11,year_group_10,14747
2019,TLD4,year_group_11,year_group_10,15241
2020,TLD4,year_group_11,year_group_10,15874
