year_lag1,itl221cd,current_nc_year,previous_nc_year,previous_headcount
2021,TLJ3,year_group_2,year_group_1,21485
2022,TLJ3,year_group_2,year_group_1,21649
2023,TLJ3,year_group_2,year_group_1,21595
2012,TLK3,year_group_2,year_group_1,5305
2013,TLK3,year_group_2,year_group_1,5408
2014,TLK3,year_group_2,year_group_1,5578
2015,TLK3,year_group_2,year_group_1,5630
2016,TLK3,year_group_2,year_group_1,5774
2017,TLK3,year_group_2,year_group_1,5822
2018,TLK3,year_group_2,year_group_1,6156
2019,TLK3,year_group_2,year_group_1,6151
2020,TLK3,year_group_2,year_group_1,6066
2021,TLK3,year_group_2,year_group_1,5805
2022,TLK3,year_group_2,year_group_1,5812
2023,TLK3,year_group_2,year_group_1,5691
2012,TLC2,year_group_2,year_group_1,14586
2013,TLC2,year_group_2,year_group_1,14914
2014,TLC2,year_group_2,year_group_1,15062
2015,TLC2,year_group_2,year_group_1,15812
2016,TLC2,year_group_2,year_group_1,15648
2017,TLC2,year_group_2,year_group_1,15739
2018,TLC2,year_group_2,year_group_1,16039
2019,TLC2,year_group_2,year_group_1,16109
2020,TLC2,year_group_2,year_group_1,15598
2021,TLC2,year_group_2,year_group_1,15243
2022,TLC2,year_group_2,year_group_1,15174
2023,TLC2,year_group_2,year_group_1,15730
2012,TLK2,year_group_2,year_group_1,12234
2013,TLK2,year_group_2,year_group_1,12287
2014,TLK2,year_group_2,year_group_1,12755
2015,TLK2,year_group_2,year_group_1,13400
2016,TLK2,year_group_2,year_group_1,13393
2017,TLK2,year_group_2,year_group_1,13684
2018,TLK2,year_group_2,year_group_1,13865
2019,TLK2,year_group_2,year_group_1,13814
2020,TLK2,year_group_2,year_group_1,13248
2021,TLK2,year_group_2,year_group_1,13094
2022,TLK2,year_group_2,year_group_1,12999
2023,TLK2,year_group_2,year_group_1,13186
2012,TLD1,year_group_2,year_group_1,4870
2013,TLD1,year_group_2,year_group_1,4930
2014,TLD1,year_group_2,year_group_1,5016
2015,TLD1,year_group_2,year_group_1,5155
2016,TLD1,year_group_2,year_group_1,5204
2017,TLD1,year_group_2,year_group_1,5158
2018,TLD1,year_group_2,year_group_1,5186
2019,TLD1,year_group_2,year_group_1,5046
2020,TLD1,year_group_2,year_group_1,5089
2021,TLD1,year_group_2,year_group_1,4944
2022,TLD1,year_group_2,year_group_1,4927
2023,TLD1,year_group_2,year_group_1,5020
2012,TLF3,year_group_2,year_group_1,7115
2013,TLF3,year_group_2,year_group_1,7249
2014,TLF3,year_group_2,year_group_1,7407
2015,TLF3,year_group_2,year_group_1,8028
2016,TLF3,year_group_2,year_group_1,7921
2017,TLF3,year_group_2,year_group_1,8104
2018,TLF3,year_group_2,year_group_1,8232
2019,TLF3,year_group_2,year_group_1,8157
2020,TLF3,year_group_2,year_group_1,7806
2021,TLF3,year_group_2,year_group_1,7962
2022,TLF3,year_group_2,year_group_1,7904
2023,TLF3,year_group_2,year_group_1,7970
2012,TLD3,year_group_2,year_group_1,31829
2013,TLD3,year_group_2,year_group_1,32833
2014,TLD3,year_group_2,year_group_1,33908
2015,TLD3,year_group_2,year_group_1,35271
2016,TLD3,year_group_2,year_group_1,35975
2017,TLD3,year_group_2,year_group_1,36522
2018,TLD3,year_group_2,year_group_1,36983
2019,TLD3,year_group_2,year_group_1,37095
2020,TLD3,year_group_2,year_group_1,36620
2021,TLD3,year_group_2,year_group_1,35681
2022,TLD3,year_group_2,year_group_1,35914
2023,TLD3,year_group_2,year_group_1,36423
2012,TLE3,year_group_2,year_group_1,14810
2013,TLE3,year_group_2,year_group_1,15074
2014,TLE3,year_group_2,year_group_1,15646
2015,TLE3,year_group_2,year_group_1,16319
2016,TLE3,year_group_2,year_group_1,16215
2017,TLE3,year_group_2,year_group_1,16496
2018,TLE3,year_group_2,year_group_1,16588
2019,TLE3,year_group_2,year_group_1,16740
2020,TLE3,year_group_2,year_group_1,16335
2021,TLE3,year_group_2,year_group_1,15642
2022,TLE3,year_group_2,year_group_1,15900
2023,TLE3,year_group_2,year_group_1,16243
2012,TLG3,year_group_2,year_group_1,34439
2013,TLG3,year_group_2,year_group_1,35245
2014,TLG3,year_group_2,year_group_1,36319
2015,TLG3,year_group_2,year_group_1,38200
2016,TLG3,year_group_2,year_group_1,38159
2017,TLG3,year_group_2,year_group_1,38692
2018,TLG3,year_group_2,year_group_1,40231
2019,TLG3,year_group_2,year_group_1,40397
2020,TLG3,year_group_2,year_group_1,39530
2021,TLG3,year_group_2,year_group_1,38410
2022,TLG3,year_group_2,year_group_1,38113
2023,TLG3,year_group_2,year_group_1,39026
2012,TLE4,year_group_2,year_group_1,26973
2013,TLE4,year_group_2,year_group_1,27918
2014,TLE4,year_group_2,year_group_1,28377
2015,TLE4,year_group_2,year_group_1,29588
2016,TLE4,year_group_2,year_group_1,29895
2017,TLE4,year_group_2,year_group_1,30766
2018,TLE4,year_group_2,year_group_1,30634
2019,TLE4,year_group_2,year_group_1,30669
2020,TLE4,year_group_2,year_group_1,29967
2021,TLE4,year_group_2,year_group_1,29417
2022,TLE4,year_group_2,year_group_1,29345
2023,TLE4,year_group_2,year_group_1,29850
2012,TLI3,year_group_2,year_group_1,7887
2013,TLI3,year_group_2,year_group_1,7931
2014,TLI3,year_group_2,year_group_1,8183
2015,TLI3,year_group_2,year_group_1,8261
2016,TLI3,year_group_2,year_group_1,8445
2017,TLI3,year_group_2,year_group_1,8493
2018,TLI3,year_group_2,year_group_1,8404
2019,TLI3,year_group_2,year_group_1,8183
2020,TLI3,year_group_2,year_group_1,7831
2021,TLI3,year_group_2,year_group_1,7431
2022,TLI3,year_group_2,year_group_1,7442
2023,TLI3,year_group_2,year_group_1,7345
2012,TLI5,year_group_2,year_group_1,22706
2013,TLI5,year_group_2,year_group_1,23473
2014,TLI5,year_group_2,year_group_1,24911
2015,TLI5,year_group_2,year_group_1,25949
2016,TLI5,year_group_2,year_group_1,25710
2017,TLI5,year_group_2,year_group_1,26199
2018,TLI5,year_group_2,year_group_1,26387
2019,TLI5,year_group_2,year_group_1,26565
2020,TLI5,year_group_2,year_group_1,25846
2021,TLI5,year_group_2,year_group_1,24788
2022,TLI5,year_group_2,year_group_1,25152
2023,TLI5,year_group_2,year_group_1,25767
2012,TLI7,year_group_2,year_group_1,22295
2013,TLI7,year_group_2,year_group_1,23113
2014,TLI7,year_group_2,year_group_1,24050
2015,TLI7,year_group_2,year_group_1,25649
2016,TLI7,year_group_2,year_group_1,25601
2017,TLI7,year_group_2,year_group_1,26060
2018,TLI7,year_group_2,year_group_1,25995
2019,TLI7,year_group_2,year_group_1,25987
2020,TLI7,year_group_2,year_group_1,25182
2021,TLI7,year_group_2,year_group_1,24324
2022,TLI7,year_group_2,year_group_1,24227
2023,TLI7,year_group_2,year_group_1,24572
2012,TLI6,year_group_2,year_group_1,13816
2013,TLI6,year_group_2,year_group_1,13891
2014,TLI6,year_group_2,year_group_1,15031
2015,TLI6,year_group_2,year_group_1,15660
2016,TLI6,year_group_2,year_group_1,15587
2017,TLI6,year_group_2,year_group_1,15939
2018,TLI6,year_group_2,year_group_1,15915
2019,TLI6,year_group_2,year_group_1,15785
2020,TLI6,year_group_2,year_group_1,15249
2021,TLI6,year_group_2,year_group_1,14819
2022,TLI6,year_group_2,year_group_1,15049
2023,TLI6,year_group_2,year_group_1,15188
2012,TLI4,year_group_2,year_group_1,24307
2013,TLI4,year_group_2,year_group_1,24980
2014,TLI4,year_group_2,year_group_1,25908
2015,TLI4,year_group_2,year_group_1,26954
2016,TLI4,year_group_2,year_group_1,26294
2017,TLI4,year_group_2,year_group_1,26685
2018,TLI4,year_group_2,year_group_1,26676
2019,TLI4,year_group_2,year_group_1,26274
2020,TLI4,year_group_2,year_group_1,25438
2021,TLI4,year_group_2,year_group_1,24422
2022,TLI4,year_group_2,year_group_1,24020
2023,TLI4,year_group_2,year_group_1,23855
2012,TLC1,year_group_3,year_group_2,12789
2013,TLC1,year_group_3,year_group_2,13059
2014,TLC1,year_group_3,year_group_2,13422
2015,TLC1,year_group_3,year_group_2,13467
2016,TLC1,year_group_3,year_group_2,13979
2017,TLC1,year_group_3,year_group_2,13586
2018,TLC1,year_group_3,year_group_2,14277
2019,TLC1,year_group_3,year_group_2,14579
2020,TLC1,year_group_3,year_group_2,14363
2021,TLC1,year_group_3,year_group_2,13996
2022,TLC1,year_group_3,year_group_2,13637
2023,TLC1,year_group_3,year_group_2,13581
2012,TLD7,year_group_3,year_group_2,15828
2013,TLD7,year_group_3,year_group_2,16041
2014,TLD7,year_group_3,year_group_2,16587
2015,TLD7,year_group_3,year_group_2,16614
2016,TLD7,year_group_3,year_group_2,17369
2017,TLD7,year_group_3,year_group_2,17079
2018,TLD7,year_group_3,year_group_2,17385
2019,TLD7,year_group_3,year_group_2,17778
2020,TLD7,year_group_3,year_group_2,18086
2021,TLD7,year_group_3,year_group_2,17588
2022,TLD7,year_group_3,year_group_2,17462
2023,TLD7,year_group_3,year_group_2,17727
2012,TLD6,year_group_3,year_group_2,9599
2013,TLD6,year_group_3,year_group_2,9744
2014,TLD6,year_group_3,year_group_2,9865
2015,TLD6,year_group_3,year_group_2,10131
2016,TLD6,year_group_3,year_group_2,10619
2017,TLD6,year_group_3,year_group_2,10438
2018,TLD6,year_group_3,year_group_2,10755
2019,TLD6,year_group_3,year_group_2,10889
2020,TLD6,year_group_3,year_group_2,10997
2021,TLD6,year_group_3,year_group_2,10548
2022,TLD6,year_group_3,year_group_2,10525
2023,TLD6,year_group_3,year_group_2,10752
2012,TLD4,year_group_3,year_group_2,16260
2013,TLD4,year_group_3,year_group_2,16833
2014,TLD4,year_group_3,year_group_2,16597
2015,TLD4,year_group_3,year_group_2,17246
2016,TLD4,year_group_3,year_group_2,17795
2017,TLD4,year_group_3,year_group_2,17831
2018,TLD4,year_group_3,year_group_2,17846
2019,TLD4,year_group_3,year_group_2,18261
2020,TLD4,year_group_3,year_group_2,18130
2021,TLD4,year_group_3,year_group_2,17902
2022,TLD4,year_group_3,year_group_2,17688
2023,TLD4,year_group_3,year_group_2,17929
2012,TLE1,year_group_3,year_group_2,9730
2013,TLE1,year_group_3,year_group_2,9961
2014,TLE1,year_group_3,year_group_2,10001
2015,TLE1,year_group_3,year_group_2,10469
2016,TLE1,year_group_3,year_group_2,10669
2017,TLE1,year_group_3,year_group_2,10678
2018,TLE1,year_group_3,year_group_2,10792
2019,TLE1,year_group_3,year_group_2,10953
2020,TLE1,year_group_3,year_group_2,11333
2021,TLE1,year_group_3,year_group_2,10796
2022,TLE1,year_group_3,year_group_2,10418
2023,TLE1,year_group_3,year_group_2,10764
2012,TLE2,year_group_3,year_group_2,7572
2013,TLE2,year_group_3,year_group_2,7694
2014,TLE2,year_group_3,year_group_2,7810
2015,TLE2,year_group_3,year_group_2,7750
2016,TLE2,year_group_3,year_group_2,8291
2017,TLE2,year_group_3,year_group_2,8054
2018,TLE2,year_group_3,year_group_2,8217
2019,TLE2,year_group_3,year_group_2,8231
2020,TLE2,year_group_3,year_group_2,8149
2021,TLE2,year_group_3,year_group_2,7980
2022,TLE2,year_group_3,year_group_2,7959
2023,TLE2,year_group_3,year_group_2,7858
2012,TLF1,year_group_3,year_group_2,22046
2013,TLF1,year_group_3,year_group_2,22359
2014,TLF1,year_group_3,year_group_2,23045
2015,TLF1,year_group_3,year_group_2,23765
2016,TLF1,year_group_3,year_group_2,24824
2017,TLF1,year_group_3,year_group_2,24842
2018,TLF1,year_group_3,year_group_2,25341
2019,TLF1,year_group_3,year_group_2,25980
2020,TLF1,year_group_3,year_group_2,26021
2021,TLF1,year_group_3,year_group_2,25053
2022,TLF1,year_group_3,year_group_2,24640
2023,TLF1,year_group_3,year_group_2,25111
2012,TLF2,year_group_3,year_group_2,19219
2013,TLF2,year_group_3,year_group_2,19706
2014,TLF2,year_group_3,year_group_2,20258
2015,TLF2,year_group_3,year_group_2,21046
2016,TLF2,year_group_3,year_group_2,22004
2017,TLF2,year_group_3,year_group_2,22044
2018,TLF2,year_group_3,year_group_2,22495
2019,TLF2,year_group_3,year_group_2,22990
2020,TLF2,year_group_3,year_group_2,22856
2021,TLF2,year_group_3,year_group_2,22373
2022,TLF2,year_group_3,year_group_2,22067
2023,TLF2,year_group_3,year_group_2,22643
2012,TLG1,year_group_3,year_group_2,13239
2013,TLG1,year_group_3,year_group_2,13385
2014,TLG1,year_group_3,year_group_2,13328
2015,TLG1,year_group_3,year_group_2,14023
2016,TLG1,year_group_3,year_group_2,14250
2017,TLG1,year_group_3,year_group_2,14226
2018,TLG1,year_group_3,year_group_2,14580
2019,TLG1,year_group_3,year_group_2,15029
2020,TLG1,year_group_3,year_group_2,15091
2021,TLG1,year_group_3,year_group_2,14844
2022,TLG1,year_group_3,year_group_2,14444
2023,TLG1,year_group_3,year_group_2,14755
2012,TLG2,year_group_3,year_group_2,16397
2013,TLG2,year_group_3,year_group_2,16626
2014,TLG2,year_group_3,year_group_2,16349
2015,TLG2,year_group_3,year_group_2,17308
2016,TLG2,year_group_3,year_group_2,18046
2017,TLG2,year_group_3,year_group_2,17776
2018,TLG2,year_group_3,year_group_2,17951
2019,TLG2,year_group_3,year_group_2,18511
2020,TLG2,year_group_3,year_group_2,18412
2021,TLG2,year_group_3,year_group_2,18137
2022,TLG2,year_group_3,year_group_2,18001
2023,TLG2,year_group_3,year_group_2,17752
2012,TLK1,year_group_3,year_group_2,24301
2013,TLK1,year_group_3,year_group_2,24660
2014,TLK1,year_group_3,year_group_2,25117
2015,TLK1,year_group_3,year_group_2,26365
2016,TLK1,year_group_3,year_group_2,27619
2017,TLK1,year_group_3,year_group_2,27380
2018,TLK1,year_group_3,year_group_2,28216
2019,TLK1,year_group_3,year_group_2,28754
2020,TLK1,year_group_3,year_group_2,28782
2021,TLK1,year_group_3,year_group_2,27976
2022,TLK1,year_group_3,year_group_2,27582
2023,TLK1,year_group_3,year_group_2,27707
2012,TLK4,year_group_3,year_group_2,10911
2013,TLK4,year_group_3,year_group_2,11294
2014,TLK4,year_group_3,year_group_2,11410
2015,TLK4,year_group_3,year_group_2,11798
2016,TLK4,year_group_3,year_group_2,12074
2017,TLK4,year_group_3,year_group_2,12336
2018,TLK4,year_group_3,year_group_2,12366
2019,TLK4,year_group_3,year_group_2,12740
2020,TLK4,year_group_3,year_group_2,12748
2021,TLK4,year_group_3,year_group_2,12212
2022,TLK4,year_group_3,year_group_2,12213
2023,TLK4,year_group_3,year_group_2,12085
2012,TLH1,year_group_3,year_group_2,24165
2013,TLH1,year_group_3,year_group_2,24510
2014,TLH1,year_group_3,year_group_2,24714
2015,TLH1,year_group_3,year_group_2,26104
2016,TLH1,year_group_3,year_group_2,27323
2017,TLH1,year_group_3,year_group_2,27163
2018,TLH1,year_group_3,year_group_2,27439
2019,TLH1,year_group_3,year_group_2,28088
2020,TLH1,year_group_3,year_group_2,28443
2021,TLH1,year_group_3,year_group_2,27615
2022,TLH1,year_group_3,year_group_2,27099
2023,TLH1,year_group_3,year_group_2,27408
2012,TLH2,year_group_3,year_group_2,20153
2013,TLH2,year_group_3,year_group_2,20525
2014,TLH2,year_group_3,year_group_2,21144
2015,TLH2,year_group_3,year_group_2,21996
2016,TLH2,year_group_3,year_group_2,23238
2017,TLH2,year_group_3,year_group_2,22978
2018,TLH2,year_group_3,year_group_2,23436
2019,TLH2,year_group_3,year_group_2,23939
2020,TLH2,year_group_3,year_group_2,23704
2021,TLH2,year_group_3,year_group_2,23240
2022,TLH2,year_group_3,year_group_2,23034
2023,TLH2,year_group_3,year_group_2,23150
2012,TLH3,year_group_3,year_group_2,18827
2013,TLH3,year_group_3,year_group_2,18878
2014,TLH3,year_group_3,year_group_2,19372
2015,TLH3,year_group_3,year_group_2,20185
2016,TLH3,year_group_3,year_group_2,20960
2017,TLH3,year_group_3,year_group_2,21057
2018,TLH3,year_group_3,year_group_2,21444
2019,TLH3,year_group_3,year_group_2,21659
2020,TLH3,year_group_3,year_group_2,21808
2021,TLH3,year_group_3,year_group_2,21408
2022,TLH3,year_group_3,year_group_2,21399
2023,TLH3,year_group_3,year_group_2,21665
2012,TLJ4,year_group_3,year_group_2,18489
2013,TLJ4,year_group_3,year_group_2,18744
2014,TLJ4,year_group_3,year_group_2,19470
2015,TLJ4,year_group_3,year_group_2,20151
2016,TLJ4,year_group_3,year_group_2,20850
2017,TLJ4,year_group_3,year_group_2,21260
2018,TLJ4,year_group_3,year_group_2,21415
2019,TLJ4,year_group_3,year_group_2,21898
2020,TLJ4,year_group_3,year_group_2,22341
2021,TLJ4,year_group_3,year_group_2,21505
2022,TLJ4,year_group_3,year_group_2,21447
2023,TLJ4,year_group_3,year_group_2,21914
2012,TLJ1,year_group_3,year_group_2,25043
2013,TLJ1,year_group_3,year_group_2,25261
2014,TLJ1,year_group_3,year_group_2,26147
2015,TLJ1,year_group_3,year_group_2,27321
2016,TLJ1,year_group_3,year_group_2,28888
2017,TLJ1,year_group_3,year_group_2,28413
2018,TLJ1,year_group_3,year_group_2,29119
2019,TLJ1,year_group_3,year_group_2,29919
2020,TLJ1,year_group_3,year_group_2,29660
2021,TLJ1,year_group_3,year_group_2,28999
2022,TLJ1,year_group_3,year_group_2,28439
2023,TLJ1,year_group_3,year_group_2,29128
2012,TLJ2,year_group_3,year_group_2,26811
2013,TLJ2,year_group_3,year_group_2,26892
2014,TLJ2,year_group_3,year_group_2,27819
2015,TLJ2,year_group_3,year_group_2,29042
2016,TLJ2,year_group_3,year_group_2,30065
2017,TLJ2,year_group_3,year_group_2,29840
2018,TLJ2,year_group_3,year_group_2,30525
2019,TLJ2,year_group_3,year_group_2,31102
2020,TLJ2,year_group_3,year_group_2,31126
2021,TLJ2,year_group_3,year_group_2,29789
2022,TLJ2,year_group_3,year_group_2,29505
2023,TLJ2,year_group_3,year_group_2,29873
2012,TLJ3,year_group_3,year_group_2,19075
2013,TLJ3,year_group_3,year_group_2,19653
2014,TLJ3,year_group_3,year_group_2,19944
2015,TLJ3,year_group_3,year_group_2,20557
2016,TLJ3,year_group_3,year_group_2,21308
2017,TLJ3,year_group_3,year_group_2,21205
2018,TLJ3,year_group_3,year_group_2,21711
2019,TLJ3,year_group_3,year_group_2,22339
2020,TLJ3,year_group_3,year_group_2,22375
2021,TLJ3,year_group_3,year_group_2,21680
2022,TLJ3,year_group_3,year_group_2,21516
2023,TLJ3,year_group_3,year_group_2,21798
2012,TLK3,year_group_3,year_group_2,5113
2013,TLK3,year_group_3,year_group_2,5340
2014,TLK3,year_group_3,year_group_2,5495
2015,TLK3,year_group_3,year_group_2,5666
2016,TLK3,year_group_3,year_group_2,5714
2017,TLK3,year_group_3,year_group_2,5847
2018,TLK3,year_group_3,year_group_2,5856
2019,TLK3,year_group_3,year_group_2,6230
2020,TLK3,year_group_3,year_group_2,6209
2021,TLK3,year_group_3,year_group_2,6077
2022,TLK3,year_group_3,year_group_2,5856
2023,TLK3,year_group_3,year_group_2,5866
2012,TLC2,year_group_3,year_group_2,14232
2013,TLC2,year_group_3,year_group_2,14510
2014,TLC2,year_group_3,year_group_2,14856
2015,TLC2,year_group_3,year_group_2,15075
2016,TLC2,year_group_3,year_group_2,15800
2017,TLC2,year_group_3,year_group_2,15606
2018,TLC2,year_group_3,year_group_2,15699
2019,TLC2,year_group_3,year_group_2,16018
2020,TLC2,year_group_3,year_group_2,16033
2021,TLC2,year_group_3,year_group_2,15497
2022,TLC2,year_group_3,year_group_2,15262
2023,TLC2,year_group_3,year_group_2,15412
2012,TLK2,year_group_3,year_group_2,11914
2013,TLK2,year_group_3,year_group_2,12225
2014,TLK2,year_group_3,year_group_2,12373
2015,TLK2,year_group_3,year_group_2,12880
2016,TLK2,year_group_3,year_group_2,13436
2017,TLK2,year_group_3,year_group_2,13422
2018,TLK2,year_group_3,year_group_2,13622
2019,TLK2,year_group_3,year_group_2,13884
2020,TLK2,year_group_3,year_group_2,13732
2021,TLK2,year_group_3,year_group_2,13155
2022,TLK2,year_group_3,year_group_2,13200
2023,TLK2,year_group_3,year_group_2,13145
2012,TLD1,year_group_3,year_group_2,4940
2013,TLD1,year_group_3,year_group_2,4873
2014,TLD1,year_group_3,year_group_2,4919
2015,TLD1,year_group_3,year_group_2,5074
2016,TLD1,year_group_3,year_group_2,5185
2017,TLD1,year_group_3,year_group_2,5237
2018,TLD1,year_group_3,year_group_2,5168
2019,TLD1,year_group_3,year_group_2,5222
2020,TLD1,year_group_3,year_group_2,5058
2021,TLD1,year_group_3,year_group_2,5098
2022,TLD1,year_group_3,year_group_2,4981
2023,TLD1,year_group_3,year_group_2,4983
2012,TLF3,year_group_3,year_group_2,6992
2013,TLF3,year_group_3,year_group_2,7161
2014,TLF3,year_group_3,year_group_2,7321
2015,TLF3,year_group_3,year_group_2,7501
2016,TLF3,year_group_3,year_group_2,8106
2017,TLF3,year_group_3,year_group_2,7950
2018,TLF3,year_group_3,year_group_2,8153
2019,TLF3,year_group_3,year_group_2,8261
2020,TLF3,year_group_3,year_group_2,8186
2021,TLF3,year_group_3,year_group_2,7793
2022,TLF3,year_group_3,year_group_2,8050
2023,TLF3,year_group_3,year_group_2,8063
2012,TLD3,year_group_3,year_group_2,30933
2013,TLD3,year_group_3,year_group_2,31809
2014,TLD3,year_group_3,year_group_2,32993
2015,TLD3,year_group_3,year_group_2,34051
2016,TLD3,year_group_3,year_group_2,35479
2017,TLD3,year_group_3,year_group_2,36199
2018,TLD3,year_group_3,year_group_2,36566
2019,TLD3,year_group_3,year_group_2,37105
2020,TLD3,year_group_3,year_group_2,37199
2021,TLD3,year_group_3,year_group_2,36511
2022,TLD3,year_group_3,year_group_2,36136
2023,TLD3,year_group_3,year_group_2,36467
2012,TLE3,year_group_3,year_group_2,14463
2013,TLE3,year_group_3,year_group_2,14820
2014,TLE3,year_group_3,year_group_2,15140
2015,TLE3,year_group_3,year_group_2,15633
2016,TLE3,year_group_3,year_group_2,16283
2017,TLE3,year_group_3,year_group_2,16177
2018,TLE3,year_group_3,year_group_2,16442
2019,TLE3,year_group_3,year_group_2,16575
2020,TLE3,year_group_3,year_group_2,16694
2021,TLE3,year_group_3,year_group_2,16201
2022,TLE3,year_group_3,year_group_2,15728
2023,TLE3,year_group_3,year_group_2,16116
2012,TLG3,year_group_3,year_group_2,33796
2013,TLG3,year_group_3,year_group_2,34430
2014,TLG3,year_group_3,year_group_2,35368
2015,TLG3,year_group_3,year_group_2,36488
2016,TLG3,year_group_3,year_group_2,38507
2017,TLG3,year_group_3,year_group_2,38514
2018,TLG3,year_group_3,year_group_2,38778
2019,TLG3,year_group_3,year_group_2,40188
2020,TLG3,year_group_3,year_group_2,40344
2021,TLG3,year_group_3,year_group_2,39239
2022,TLG3,year_group_3,year_group_2,38711
2023,TLG3,year_group_3,year_group_2,38664
2012,TLE4,year_group_3,year_group_2,26302
2013,TLE4,year_group_3,year_group_2,26916
2014,TLE4,year_group_3,year_group_2,28031
2015,TLE4,year_group_3,year_group_2,28491
2016,TLE4,year_group_3,year_group_2,29528
2017,TLE4,year_group_3,year_group_2,29945
2018,TLE4,year_group_3,year_group_2,30749
2019,TLE4,year_group_3,year_group_2,30642
2020,TLE4,year_group_3,year_group_2,30675
2021,TLE4,year_group_3,year_group_2,29840
2022,TLE4,year_group_3,year_group_2,29580
2023,TLE4,year_group_3,year_group_2,29728
2012,TLI3,year_group_3,year_group_2,7622
2013,TLI3,year_group_3,year_group_2,7666
2014,TLI3,year_group_3,year_group_2,7810
2015,TLI3,year_group_3,year_group_2,8083
2016,TLI3,year_group_3,year_group_2,8066
2017,TLI3,year_group_3,year_group_2,8272
2018,TLI3,year_group_3,year_group_2,8253
2019,TLI3,year_group_3,year_group_2,8205
2020,TLI3,year_group_3,year_group_2,7946
2021,TLI3,year_group_3,year_group_2,7549
2022,TLI3,year_group_3,year_group_2,7279
2023,TLI3,year_group_3,year_group_2,7205
2012,TLI5,year_group_3,year_group_2,21898
2013,TLI5,year_group_3,year_group_2,22633
2014,TLI5,year_group_3,year_group_2,23380
2015,TLI5,year_group_3,year_group_2,24817
2016,TLI5,year_group_3,year_group_2,25890
2017,TLI5,year_group_3,year_group_2,25450
2018,TLI5,year_group_3,year_group_2,25899
2019,TLI5,year_group_3,year_group_2,26143
2020,TLI5,year_group_3,year_group_2,26306
2021,TLI5,year_group_3,year_group_2,25379
2022,TLI5,year_group_3,year_group_2,24479
2023,TLI5,year_group_3,year_group_2,25134
2012,TLI7,year_group_3,year_group_2,21107
2013,TLI7,year_group_3,year_group_2,22227
2014,TLI7,year_group_3,year_group_2,22986
2015,TLI7,year_group_3,year_group_2,23912
2016,TLI7,year_group_3,year_group_2,25365
2017,TLI7,year_group_3,year_group_2,25361
2018,TLI7,year_group_3,year_group_2,25536
2019,TLI7,year_group_3,year_group_2,25741
2020,TLI7,year_group_3,year_group_2,25608
2021,TLI7,year_group_3,year_group_2,24604
2022,TLI7,year_group_3,year_group_2,23998
2023,TLI7,year_group_3,year_group_2,24327
2012,TLI6,year_group_3,year_group_2,13323
2013,TLI6,year_group_3,year_group_2,13710
2014,TLI6,year_group_3,year_group_2,13768
2015,TLI6,year_group_3,year_group_2,14809
2016,TLI6,year_group_3,year_group_2,15505
2017,TLI6,year_group_3,year_group_2,15360
2018,TLI6,year_group_3,year_group_2,15712
2019,TLI6,year_group_3,year_group_2,15686
2020,TLI6,year_group_3,year_group_2,15573
2021,TLI6,year_group_3,year_group_2,14999
2022,TLI6,year_group_3,year_group_2,14638
2023,TLI6,year_group_3,year_group_2,15064
2012,TLI4,year_group_3,year_group_2,23220
2013,TLI4,year_group_3,year_group_2,24070
2014,TLI4,year_group_3,year_group_2,24699
2015,TLI4,year_group_3,year_group_2,25708
2016,TLI4,year_group_3,year_group_2,26694
2017,TLI4,year_group_3,year_group_2,25943
2018,TLI4,year_group_3,year_group_2,26260
2019,TLI4,year_group_3,year_group_2,26220
2020,TLI4,year_group_3,year_group_2,25831
2021,TLI4,year_group_3,year_group_2,24702
2022,TLI4,year_group_3,year_group_2,23978
2023,TLI4,year_group_3,year_group_2,23649
2012,TLC1,year_group_4,year_group_3,12324
2013,TLC1,year_group_4,year_group_3,12744
2014,TLC1,year_group_4,year_group_3,13069
2015,TLC1,year_group_4,year_group_3,13408
2016,TLC1,year_group_4,year_group_3,13535
2017,TLC1,year_group_4,year_group_3,14023
2018,TLC1,year_group_4,year_group_3,13622
2019,TLC1,year_group_4,year_group_3,14294
2020,TLC1,year_group_4,year_group_3,14578
2021,TLC1,year_group_4,year_group_3,14273
2022,TLC1,year_group_4,year_group_3,14061
2023,TLC1,year_group_4,year_group_3,13816
2012,TLD7,year_group_4,year_group_3,15480
2013,TLD7,year_group_4,year_group_3,15762
2014,TLD7,year_group_4,year_group_3,16072
2015,TLD7,year_group_4,year_group_3,16607
2016,TLD7,year_group_4,year_group_3,16637
2017,TLD7,year_group_4,year_group_3,17429
2018,TLD7,year_group_4,year_group_3,17124
2019,TLD7,year_group_4,year_group_3,17380
2020,TLD7,year_group_4,year_group_3,17844
2021,TLD7,year_group_4,year_group_3,18070
2022,TLD7,year_group_4,year_group_3,17639
2023,TLD7,year_group_4,year_group_3,17622
2012,TLD6,year_group_4,year_group_3,9248
2013,TLD6,year_group_4,year_group_3,9592
2014,TLD6,year_group_4,year_group_3,9738
2015,TLD6,year_group_4,year_group_3,9863
2016,TLD6,year_group_4,year_group_3,10182
2017,TLD6,year_group_4,year_group_3,10689
2018,TLD6,year_group_4,year_group_3,10441
2019,TLD6,year_group_4,year_group_3,10799
2020,TLD6,year_group_4,year_group_3,10952
2021,TLD6,year_group_4,year_group_3,11007
2022,TLD6,year_group_4,year_group_3,10756
2023,TLD6,year_group_4,year_group_3,10769
2012,TLD4,year_group_4,year_group_3,15661
2013,TLD4,year_group_4,year_group_3,16251
