time_period,old_la_code,new_la_code,la_name,nc_year,full_time,part_time,headcount,fte
201314,358,E08000009,Trafford,year_group_9,2735,0,2735,2735
201314,359,E08000010,Wigan,reception,3749,0,3749,3749
201314,359,E08000010,Wigan,year_group_1,3790,0,3790,3790
201314,359,E08000010,Wigan,year_group_10,3595,0,3595,3595
201314,359,E08000010,Wigan,year_group_11,3546,0,3546,3546
201314,359,E08000010,Wigan,year_group_12,319,0,319,319
201314,359,E08000010,Wigan,year_group_13,194,0,194,194
201314,359,E08000010,Wigan,year_group_14,0,0,0,0
201314,359,E08000010,Wigan,year_group_2,3574,0,3574,3574
201314,359,E08000010,Wigan,year_group_3,3599,0,3599,3599
201314,359,E08000010,Wigan,year_group_4,3555,0,3555,3555
201314,359,E08000010,Wigan,year_group_5,3412,0,3412,3412
201314,359,E08000010,Wigan,year_group_6,3302,0,3302,3302
201314,359,E08000010,Wigan,year_group_7,3258,0,3258,3258
201314,359,E08000010,Wigan,year_group_8,3392,0,3392,3392
201314,359,E08000010,Wigan,year_group_9,3466,0,3466,3466
201314,370,E08000016,Barnsley,reception,2714,0,2714,2714
201314,370,E08000016,Barnsley,year_group_1,2760,0,2760,2760
201314,370,E08000016,Barnsley,year_group_10,2292,0,2292,2292
201314,370,E08000016,Barnsley,year_group_11,2396,0,2396,2396
201314,370,E08000016,Barnsley,year_group_12,187,0,187,187
201314,370,E08000016,Barnsley,year_group_13,140,0,140,140
201314,370,E08000016,Barnsley,year_group_14,0,0,0,0
201314,370,E08000016,Barnsley,year_group_2,2723,0,2723,2723
201314,370,E08000016,Barnsley,year_group_3,2648,0,2648,2648
201314,370,E08000016,Barnsley,year_group_4,2566,0,2566,2566
201314,370,E08000016,Barnsley,year_group_5,2504,0,2504,2504
201314,370,E08000016,Barnsley,year_group_6,2413,0,2413,2413
201314,370,E08000016,Barnsley,year_group_7,2113,0,2113,2113
201314,370,E08000016,Barnsley,year_group_8,2161,0,2161,2161
201314,370,E08000016,Barnsley,year_group_9,2114,0,2114,2114
201314,371,E08000017,Doncaster,reception,3703,4,3707,3705
201314,371,E08000017,Doncaster,year_group_1,3814,0,3814,3814
201314,371,E08000017,Doncaster,year_group_10,3266,0,3266,3266
201314,371,E08000017,Doncaster,year_group_11,3317,0,3317,3317
201314,371,E08000017,Doncaster,year_group_12,1871,0,1871,1871
201314,371,E08000017,Doncaster,year_group_13,1451,0,1451,1451
201314,371,E08000017,Doncaster,year_group_14,19,0,19,19
201314,371,E08000017,Doncaster,year_group_2,3567,0,3567,3567
201314,371,E08000017,Doncaster,year_group_3,3501,0,3501,3501
201314,371,E08000017,Doncaster,year_group_4,3440,0,3440,3440
201314,371,E08000017,Doncaster,year_group_5,3282,0,3282,3282
201314,371,E08000017,Doncaster,year_group_6,3212,0,3212,3212
201314,371,E08000017,Doncaster,year_group_7,3016,0,3016,3016
201314,371,E08000017,Doncaster,year_group_8,3099,0,3099,3099
201314,371,E08000017,Doncaster,year_group_9,3059,0,3059,3059
201314,372,E08000018,Rotherham,reception,3291,1,3292,3291.5
201314,372,E08000018,Rotherham,year_group_1,3315,0,3315,3315
201314,372,E08000018,Rotherham,year_group_10,3304,0,3304,3304
201314,372,E08000018,Rotherham,year_group_11,3339,0,3339,3339
201314,372,E08000018,Rotherham,year_group_12,1223,0,1223,1223
201314,372,E08000018,Rotherham,year_group_13,918,0,918,918
201314,372,E08000018,Rotherham,year_group_14,16,0,16,16
201314,372,E08000018,Rotherham,year_group_2,3188,0,3188,3188
201314,372,E08000018,Rotherham,year_group_3,3089,0,3089,3089
201314,372,E08000018,Rotherham,year_group_4,3060,0,3060,3060
201314,372,E08000018,Rotherham,year_group_5,2988,0,2988,2988
201314,372,E08000018,Rotherham,year_group_6,2981,0,2981,2981
201314,372,E08000018,Rotherham,year_group_7,3188,0,3188,3188
201314,372,E08000018,Rotherham,year_group_8,3049,0,3049,3049
201314,372,E08000018,Rotherham,year_group_9,3346,0,3346,3346
201314,373,E08000019,Sheffield,reception,6220,14,6234,6227
201314,373,E08000019,Sheffield,year_group_1,6333,0,6333,6333
201314,373,E08000019,Sheffield,year_group_10,5288,0,5288,5288
201314,373,E08000019,Sheffield,year_group_11,5448,0,5448,5448
201314,373,E08000019,Sheffield,year_group_12,1916,0,1916,1916
201314,373,E08000019,Sheffield,year_group_13,1393,0,1393,1393
201314,373,E08000019,Sheffield,year_group_14,10,0,10,10
201314,373,E08000019,Sheffield,year_group_2,6168,0,6168,6168
201314,373,E08000019,Sheffield,year_group_3,5902,0,5902,5902
201314,373,E08000019,Sheffield,year_group_4,5833,0,5833,5833
201314,373,E08000019,Sheffield,year_group_5,5797,0,5797,5797
201314,373,E08000019,Sheffield,year_group_6,5454,0,5454,5454
201314,373,E08000019,Sheffield,year_group_7,5005,0,5005,5005
201314,373,E08000019,Sheffield,year_group_8,5134,0,5134,5134
201314,373,E08000019,Sheffield,year_group_9,5210,0,5210,5210
201314,380,E08000032,Bradford,reception,7852,8,7860,7856
201314,380,E08000032,Bradford,year_group_1,7937,0,7937,7937
201314,380,E08000032,Bradford,year_group_10,6010,0,6010,6010
201314,380,E08000032,Bradford,year_group_11,5882,0,5882,5882
201314,380,E08000032,Bradford,year_group_12,3528,0,3528,3528
201314,380,E08000032,Bradford,year_group_13,2436,0,2436,2436
201314,380,E08000032,Bradford,year_group_14,15,0,15,15
201314,380,E08000032,Bradford,year_group_2,7706,0,7706,7706
201314,380,E08000032,Bradford,year_group_3,7669,0,7669,7669
201314,380,E08000032,Bradford,year_group_4,7368,0,7368,7368
201314,380,E08000032,Bradford,year_group_5,7092,0,7092,7092
201314,380,E08000032,Bradford,year_group_6,6963,0,6963,6963
201314,380,E08000032,Bradford,year_group_7,6125,0,6125,6125
201314,380,E08000032,Bradford,year_group_8,5963,0,5963,5963
201314,380,E08000032,Bradford,year_group_9,6003,0,6003,6003
201314,381,E08000033,Calderdale,reception,2719,5,2724,2721.5
201314,381,E08000033,Calderdale,year_group_1,2726,0,2726,2726
201314,381,E08000033,Calderdale,year_group_10,2618,0,2618,2618
201314,381,E08000033,Calderdale,year_group_11,2606,0,2606,2606
201314,381,E08000033,Calderdale,year_group_12,1632,0,1632,1632
201314,381,E08000033,Calderdale,year_group_13,1215,4,1219,1217
201314,381,E08000033,Calderdale,year_group_14,1,0,1,1
201314,381,E08000033,Calderdale,year_group_2,2621,0,2621,2621
201314,381,E08000033,Calderdale,year_group_3,2691,0,2691,2691
201314,381,E08000033,Calderdale,year_group_4,2619,0,2619,2619
201314,381,E08000033,Calderdale,year_group_5,2563,0,2563,2563
201314,381,E08000033,Calderdale,year_group_6,2466,0,2466,2466
201314,381,E08000033,Calderdale,year_group_7,2498,0,2498,2498
201314,381,E08000033,Calderdale,year_group_8,2512,0,2512,2512
201314,381,E08000033,Calderdale,year_group_9,2556,0,2556,2556
201314,382,E08000034,Kirklees,reception,5400,2,5402,5401
201314,382,E08000034,Kirklees,year_group_1,5593,0,5593,5593
201314,382,E08000034,Kirklees,year_group_10,4606,0,4606,4606
201314,382,E08000034,Kirklees,year_group_11,4651,0,4651,4651
201314,382,E08000034,Kirklees,year_group_12,1083,0,1083,1083
201314,382,E08000034,Kirklees,year_group_13,852,0,852,852
201314,382,E08000034,Kirklees,year_group_14,13,0,13,13
201314,382,E08000034,Kirklees,year_group_2,5310,0,5310,5310
201314,382,E08000034,Kirklees,year_group_3,5235,0,5235,5235
201314,382,E08000034,Kirklees,year_group_4,5087,0,5087,5087
201314,382,E08000034,Kirklees,year_group_5,5086,0,5086,5086
201314,382,E08000034,Kirklees,year_group_6,4864,0,4864,4864
201314,382,E08000034,Kirklees,year_group_7,4392,0,4392,4392
201314,382,E08000034,Kirklees,year_group_8,4391,0,4391,4391
201314,382,E08000034,Kirklees,year_group_9,4457,0,4457,4457
201314,383,E08000035,Leeds,reception,9514,18,9532,9523
201314,383,E08000035,Leeds,year_group_1,9297,0,9297,9297
201314,383,E08000035,Leeds,year_group_10,7763,0,7763,7763
201314,383,E08000035,Leeds,year_group_11,7658,0,7658,7658
201314,383,E08000035,Leeds,year_group_12,3778,0,3778,3778
201314,383,E08000035,Leeds,year_group_13,2816,0,2816,2816
201314,383,E08000035,Leeds,year_group_14,33,0,33,33
201314,383,E08000035,Leeds,year_group_2,8944,0,8944,8944
201314,383,E08000035,Leeds,year_group_3,8709,0,8709,8709
201314,383,E08000035,Leeds,year_group_4,8358,0,8358,8358
201314,383,E08000035,Leeds,year_group_5,8054,0,8054,8054
201314,383,E08000035,Leeds,year_group_6,7704,0,7704,7704
201314,383,E08000035,Leeds,year_group_7,7458,0,7458,7458
201314,383,E08000035,Leeds,year_group_8,7363,0,7363,7363
201314,383,E08000035,Leeds,year_group_9,7394,0,7394,7394
201314,384,E08000036,Wakefield,reception,3926,0,3926,3926
201314,384,E08000036,Wakefield,year_group_1,3945,0,3945,3945
201314,384,E08000036,Wakefield,year_group_10,3788,0,3788,3788
201314,384,E08000036,Wakefield,year_group_11,3668,0,3668,3668
201314,384,E08000036,Wakefield,year_group_12,1071,0,1071,1071
201314,384,E08000036,Wakefield,year_group_13,693,1,694,693.5
201314,384,E08000036,Wakefield,year_group_14,29,0,29,29
201314,384,E08000036,Wakefield,year_group_2,3796,0,3796,3796
201314,384,E08000036,Wakefield,year_group_3,3727,0,3727,3727
201314,384,E08000036,Wakefield,year_group_4,3597,0,3597,3597
201314,384,E08000036,Wakefield,year_group_5,3599,0,3599,3599
201314,384,E08000036,Wakefield,year_group_6,3365,0,3365,3365
201314,384,E08000036,Wakefield,year_group_7,3375,0,3375,3375
201314,384,E08000036,Wakefield,year_group_8,3445,0,3445,3445
201314,384,E08000036,Wakefield,year_group_9,3655,0,3655,3655
201314,390,E08000020,Gateshead,reception,2208,0,2208,2208
201314,390,E08000020,Gateshead,year_group_1,2098,0,2098,2098
201314,390,E08000020,Gateshead,year_group_10,2048,0,2048,2048
201314,390,E08000020,Gateshead,year_group_11,2077,0,2077,2077
201314,390,E08000020,Gateshead,year_group_12,1128,0,1128,1128
201314,390,E08000020,Gateshead,year_group_13,911,0,911,911
201314,390,E08000020,Gateshead,year_group_14,19,0,19,19
201314,390,E08000020,Gateshead,year_group_2,2059,0,2059,2059
201314,390,E08000020,Gateshead,year_group_3,1977,0,1977,1977
201314,390,E08000020,Gateshead,year_group_4,1973,0,1973,1973
201314,390,E08000020,Gateshead,year_group_5,1941,0,1941,1941
201314,390,E08000020,Gateshead,year_group_6,1820,0,1820,1820
201314,390,E08000020,Gateshead,year_group_7,1923,0,1923,1923
201314,390,E08000020,Gateshead,year_group_8,1948,0,1948,1948
201314,390,E08000020,Gateshead,year_group_9,1935,0,1935,1935
201314,391,E08000021,Newcastle upon Tyne,reception,3049,2,3051,3050
201314,391,E08000021,Newcastle upon Tyne,year_group_1,3036,0,3036,3036
201314,391,E08000021,Newcastle upon Tyne,year_group_10,2394,0,2394,2394
201314,391,E08000021,Newcastle upon Tyne,year_group_11,2383,0,2383,2383
201314,391,E08000021,Newcastle upon Tyne,year_group_12,1597,0,1597,1597
201314,391,E08000021,Newcastle upon Tyne,year_group_13,1029,0,1029,1029
201314,391,E08000021,Newcastle upon Tyne,year_group_14,53,0,53,53
201314,391,E08000021,Newcastle upon Tyne,year_group_2,2895,0,2895,2895
201314,391,E08000021,Newcastle upon Tyne,year_group_3,2799,0,2799,2799
201314,391,E08000021,Newcastle upon Tyne,year_group_4,2667,0,2667,2667
201314,391,E08000021,Newcastle upon Tyne,year_group_5,2563,0,2563,2563
201314,391,E08000021,Newcastle upon Tyne,year_group_6,2534,0,2534,2534
201314,391,E08000021,Newcastle upon Tyne,year_group_7,2435,0,2435,2435
201314,391,E08000021,Newcastle upon Tyne,year_group_8,2376,0,2376,2376
201314,391,E08000021,Newcastle upon Tyne,year_group_9,2476,0,2476,2476
201314,392,E08000022,North Tyneside,reception,2316,0,2316,2316
201314,392,E08000022,North Tyneside,year_group_1,2412,0,2412,2412
201314,392,E08000022,North Tyneside,year_group_10,2029,0,2029,2029
201314,392,E08000022,North Tyneside,year_group_11,2172,0,2172,2172
201314,392,E08000022,North Tyneside,year_group_12,1006,0,1006,1006
201314,392,E08000022,North Tyneside,year_group_13,869,0,869,869
201314,392,E08000022,North Tyneside,year_group_14,2,0,2,2
201314,392,E08000022,North Tyneside,year_group_2,2180,0,2180,2180
201314,392,E08000022,North Tyneside,year_group_3,2281,0,2281,2281
201314,392,E08000022,North Tyneside,year_group_4,2221,0,2221,2221
201314,392,E08000022,North Tyneside,year_group_5,2037,0,2037,2037
201314,392,E08000022,North Tyneside,year_group_6,2076,0,2076,2076
201314,392,E08000022,North Tyneside,year_group_7,1861,0,1861,1861
201314,392,E08000022,North Tyneside,year_group_8,1984,0,1984,1984
201314,392,E08000022,North Tyneside,year_group_9,1941,0,1941,1941
201314,393,E08000023,South Tyneside,reception,1644,0,1644,1644
201314,393,E08000023,South Tyneside,year_group_1,1611,0,1611,1611
201314,393,E08000023,South Tyneside,year_group_10,1556,0,1556,1556
201314,393,E08000023,South Tyneside,year_group_11,1617,0,1617,1617
201314,393,E08000023,South Tyneside,year_group_12,395,0,395,395
201314,393,E08000023,South Tyneside,year_group_13,286,0,286,286
201314,393,E08000023,South Tyneside,year_group_14,0,0,0,0
201314,393,E08000023,South Tyneside,year_group_2,1580,0,1580,1580
201314,393,E08000023,South Tyneside,year_group_3,1505,0,1505,1505
201314,393,E08000023,South Tyneside,year_group_4,1482,0,1482,1482
201314,393,E08000023,South Tyneside,year_group_5,1504,0,1504,1504
201314,393,E08000023,South Tyneside,year_group_6,1496,0,1496,1496
201314,393,E08000023,South Tyneside,year_group_7,1422,0,1422,1422
201314,393,E08000023,South Tyneside,year_group_8,1472,0,1472,1472
201314,393,E08000023,South Tyneside,year_group_9,1501,0,1501,1501
201314,394,E08000024,Sunderland,reception,3080,1,3081,3080.5
201314,394,E08000024,Sunderland,year_group_1,3226,0,3226,3226
201314,394,E08000024,Sunderland,year_group_10,2953,0,2953,2953
201314,394,E08000024,Sunderland,year_group_11,3056,0,3056,3056
201314,394,E08000024,Sunderland,year_group_12,526,0,526,526
201314,394,E08000024,Sunderland,year_group_13,449,0,449,449
201314,394,E08000024,Sunderland,year_group_14,0,0,0,0
201314,394,E08000024,Sunderland,year_group_2,3150,0,3150,3150
201314,394,E08000024,Sunderland,year_group_3,3032,0,3032,3032
201314,394,E08000024,Sunderland,year_group_4,2953,0,2953,2953
201314,394,E08000024,Sunderland,year_group_5,2862,0,2862,2862
201314,394,E08000024,Sunderland,year_group_6,2842,0,2842,2842
201314,394,E08000024,Sunderland,year_group_7,2635,0,2635,2635
201314,394,E08000024,Sunderland,year_group_8,2801,0,2801,2801
201314,394,E08000024,Sunderland,year_group_9,2863,0,2863,2863
201314,420,E06000053,Isles Of Scilly,reception,21,0,21,21
201314,420,E06000053,Isles Of Scilly,year_group_1,16,0,16,16
201314,420,E06000053,Isles Of Scilly,year_group_10,20,0,20,20
201314,420,E06000053,Isles Of Scilly,year_group_11,22,0,22,22
201314,420,E06000053,Isles Of Scilly,year_group_12,0,0,0,0
201314,420,E06000053,Isles Of Scilly,year_group_13,0,0,0,0
201314,420,E06000053,Isles Of Scilly,year_group_14,0,0,0,0
201314,420,E06000053,Isles Of Scilly,year_group_2,33,0,33,33
201314,420,E06000053,Isles Of Scilly,year_group_3,14,0,14,14
201314,420,E06000053,Isles Of Scilly,year_group_4,20,0,20,20
201314,420,E06000053,Isles Of Scilly,year_group_5,28,0,28,28
201314,420,E06000053,Isles Of Scilly,year_group_6,20,0,20,20
201314,420,E06000053,Isles Of Scilly,year_group_7,18,0,18,18
201314,420,E06000053,Isles Of Scilly,year_group_8,22,0,22,22
201314,420,E06000053,Isles Of Scilly,year_group_9,21,0,21,21
201314,800,E06000022,Bath and North East Somerset,reception,1803,4,1807,1805
201314,800,E06000022,Bath and North East Somerset,year_group_1,1786,0,1786,1786
201314,800,E06000022,Bath and North East Somerset,year_group_10,2000,0,2000,2000
201314,800,E06000022,Bath and North East Somerset,year_group_11,2059,0,2059,2059
201314,800,E06000022,Bath and North East Somerset,year_group_12,1147,0,1147,1147
201314,800,E06000022,Bath and North East Somerset,year_group_13,808,0,808,808
201314,800,E06000022,Bath and North East Somerset,year_group_14,24,0,24,24
201314,800,E06000022,Bath and North East Somerset,year_group_2,1870,0,1870,1870
201314,800,E06000022,Bath and North East Somerset,year_group_3,1729,0,1729,1729
201314,800,E06000022,Bath and North East Somerset,year_group_4,1694,0,1694,1694
201314,800,E06000022,Bath and North East Somerset,year_group_5,1623,0,1623,1623
201314,800,E06000022,Bath and North East Somerset,year_group_6,1615,0,1615,1615
201314,800,E06000022,Bath and North East Somerset,year_group_7,2035,0,2035,2035
201314,800,E06000022,Bath and North East Somerset,year_group_8,1942,0,1942,1942
201314,800,E06000022,Bath and North East Somerset,year_group_9,1989,0,1989,1989
201314,801,E06000023,Bristol City of,reception,5108,41,5149,5128.5
201314,801,E06000023,Bristol City of,year_group_1,5126,0,5126,5126
201314,801,E06000023,Bristol City of,year_group_10,3148,0,3148,3148
201314,801,E06000023,Bristol City of,year_group_11,3154,0,3154,3154
201314,801,E06000023,Bristol City of,year_group_12,1449,0,1449,1449
201314,801,E06000023,Bristol City of,year_group_13,918,0,918,918
201314,801,E06000023,Bristol City of,year_group_14,11,0,11,11
201314,801,E06000023,Bristol City of,year_group_2,4806,0,4806,4806
201314,801,E06000023,Bristol City of,year_group_3,4447,0,4447,4447
201314,801,E06000023,Bristol City of,year_group_4,4327,0,4327,4327
201314,801,E06000023,Bristol City of,year_group_5,4073,0,4073,4073
201314,801,E06000023,Bristol City of,year_group_6,3933,0,3933,3933
201314,801,E06000023,Bristol City of,year_group_7,3213,0,3213,3213
201314,801,E06000023,Bristol City of,year_group_8,3287,0,3287,3287
201314,801,E06000023,Bristol City of,year_group_9,3221,0,3221,3221
201314,802,E06000024,North Somerset,reception,2380,0,2380,2380
201314,802,E06000024,North Somerset,year_group_1,2379,0,2379,2379
201314,802,E06000024,North Somerset,year_group_10,2247,0,2247,2247
201314,802,E06000024,North Somerset,year_group_11,2198,0,2198,2198
201314,802,E06000024,North Somerset,year_group_12,843,0,843,843
201314,802,E06000024,North Somerset,year_group_13,701,0,701,701
201314,802,E06000024,North Somerset,year_group_14,0,0,0,0
201314,802,E06000024,North Somerset,year_group_2,2338,0,2338,2338
201314,802,E06000024,North Somerset,year_group_3,2221,0,2221,2221
201314,802,E06000024,North Somerset,year_group_4,2141,0,2141,2141
201314,802,E06000024,North Somerset,year_group_5,2158,0,2158,2158
201314,802,E06000024,North Somerset,year_group_6,2074,0,2074,2074
201314,802,E06000024,North Somerset,year_group_7,2101,0,2101,2101
201314,802,E06000024,North Somerset,year_group_8,2127,0,2127,2127
201314,802,E06000024,North Somerset,year_group_9,2210,0,2210,2210
201314,803,E06000025,South Gloucestershire,reception,3308,2,3310,3309
201314,803,E06000025,South Gloucestershire,year_group_1,3384,0,3384,3384
201314,803,E06000025,South Gloucestershire,year_group_10,2941,0,2941,2941
201314,803,E06000025,South Gloucestershire,year_group_11,3051,0,3051,3051
201314,803,E06000025,South Gloucestershire,year_group_12,1613,0,1613,1613
201314,803,E06000025,South Gloucestershire,year_group_13,1278,0,1278,1278
201314,803,E06000025,South Gloucestershire,year_group_14,0,0,0,0
201314,803,E06000025,South Gloucestershire,year_group_2,3172,0,3172,3172
201314,803,E06000025,South Gloucestershire,year_group_3,3069,0,3069,3069
201314,803,E06000025,South Gloucestershire,year_group_4,3085,0,3085,3085
201314,803,E06000025,South Gloucestershire,year_group_5,2956,0,2956,2956
201314,803,E06000025,South Gloucestershire,year_group_6,2900,0,2900,2900
201314,803,E06000025,South Gloucestershire,year_group_7,2552,0,2552,2552
201314,803,E06000025,South Gloucestershire,year_group_8,2587,0,2587,2587
201314,803,E06000025,South Gloucestershire,year_group_9,2700,0,2700,2700
201314,805,E06000001,Hartlepool,reception,1180,0,1180,1180
201314,805,E06000001,Hartlepool,year_group_1,1159,0,1159,1159
201314,805,E06000001,Hartlepool,year_group_10,1079,0,1079,1079
201314,805,E06000001,Hartlepool,year_group_11,1093,0,1093,1093
201314,805,E06000001,Hartlepool,year_group_12,175,0,175,175
201314,805,E06000001,Hartlepool,year_group_13,131,0,131,131
201314,805,E06000001,Hartlepool,year_group_14,0,0,0,0
201314,805,E06000001,Hartlepool,year_group_2,1139,0,1139,1139
201314,805,E06000001,Hartlepool,year_group_3,1155,0,1155,1155
201314,805,E06000001,Hartlepool,year_group_4,1087,0,1087,1087
201314,805,E06000001,Hartlepool,year_group_5,1057,0,1057,1057
201314,805,E06000001,Hartlepool,year_group_6,1028,0,1028,1028
201314,805,E06000001,Hartlepool,year_group_7,1024,0,1024,1024
201314,805,E06000001,Hartlepool,year_group_8,981,0,981,981
201314,805,E06000001,Hartlepool,year_group_9,1067,0,1067,1067
201314,806,E06000002,Middlesbrough,reception,1847,0,1847,1847
201314,806,E06000002,Middlesbrough,year_group_1,1870,0,1870,1870
201314,806,E06000002,Middlesbrough,year_group_10,1389,0,1389,1389
201314,806,E06000002,Middlesbrough,year_group_11,1416,0,1416,1416
201314,806,E06000002,Middlesbrough,year_group_12,426,0,426,426
201314,806,E06000002,Middlesbrough,year_group_13,312,0,312,312
201314,806,E06000002,Middlesbrough,year_group_14,9,0,9,9
201314,806,E06000002,Middlesbrough,year_group_2,1808,0,1808,1808
201314,806,E06000002,Middlesbrough,year_group_3,1791,0,1791,1791
201314,806,E06000002,Middlesbrough,year_group_4,1715,0,1715,1715
201314,806,E06000002,Middlesbrough,year_group_5,1729,0,1729,1729
201314,806,E06000002,Middlesbrough,year_group_6,1560,0,1560,1560
201314,806,E06000002,Middlesbrough,year_group_7,1376,0,1376,1376
201314,806,E06000002,Middlesbrough,year_group_8,1393,0,1393,1393
201314,806,E06000002,Middlesbrough,year_group_9,1473,0,1473,1473
201314,807,E06000003,Redcar and Cleveland,reception,1475,3,1478,1476.5
201314,807,E06000003,Redcar and Cleveland,year_group_1,1574,0,1574,1574
201314,807,E06000003,Redcar and Cleveland,year_group_10,1671,0,1671,1671
201314,807,E06000003,Redcar and Cleveland,year_group_11,1696,0,1696,1696
201314,807,E06000003,Redcar and Cleveland,year_group_12,188,0,188,188
201314,807,E06000003,Redcar and Cleveland,year_group_13,142,0,142,142
201314,807,E06000003,Redcar and Cleveland,year_group_14,0,0,0,0
201314,807,E06000003,Redcar and Cleveland,year_group_2,1545,0,1545,1545
201314,807,E06000003,Redcar and Cleveland,year_group_3,1568,0,1568,1568
201314,807,E06000003,Redcar and Cleveland,year_group_4,1498,0,1498,1498
201314,807,E06000003,Redcar and Cleveland,year_group_5,1491,0,1491,1491
201314,807,E06000003,Redcar and Cleveland,year_group_6,1404,0,1404,1404
201314,807,E06000003,Redcar and Cleveland,year_group_7,1505,0,1505,1505
201314,807,E06000003,Redcar and Cleveland,year_group_8,1602,0,1602,1602
201314,807,E06000003,Redcar and Cleveland,year_group_9,1590,0,1590,1590
201314,808,E06000004,Stockton-on-Tees,reception,2354,0,2354,2354
201314,808,E06000004,Stockton-on-Tees,year_group_1,2440,0,2440,2440
201314,808,E06000004,Stockton-on-Tees,year_group_10,2088,0,2088,2088
201314,808,E06000004,Stockton-on-Tees,year_group_11,2022,0,2022,2022
201314,808,E06000004,Stockton-on-Tees,year_group_12,268,0,268,268
201314,808,E06000004,Stockton-on-Tees,year_group_13,233,0,233,233
201314,808,E06000004,Stockton-on-Tees,year_group_14,0,0,0,0
201314,808,E06000004,Stockton-on-Tees,year_group_2,2354,0,2354,2354
201314,808,E06000004,Stockton-on-Tees,year_group_3,2321,0,2321,2321
201314,808,E06000004,Stockton-on-Tees,year_group_4,2252,0,2252,2252
201314,808,E06000004,Stockton-on-Tees,year_group_5,2110,0,2110,2110
201314,808,E06000004,Stockton-on-Tees,year_group_6,2092,0,2092,2092
201314,808,E06000004,Stockton-on-Tees,year_group_7,1933,0,1933,1933
201314,808,E06000004,Stockton-on-Tees,year_group_8,1897,0,1897,1897
201314,808,E06000004,Stockton-on-Tees,year_group_9,1954,0,1954,1954
201314,810,E06000010,Kingston upon Hull City of,reception,3164,65,3229,3196.5
201314,810,E06000010,Kingston upon Hull City of,year_group_1,3253,0,3253,3253
201314,810,E06000010,Kingston upon Hull City of,year_group_10,2310,0,2310,2310
201314,810,E06000010,Kingston upon Hull City of,year_group_11,2617,0,2617,2617
201314,810,E06000010,Kingston upon Hull City of,year_group_12,406,0,406,406
201314,810,E06000010,Kingston upon Hull City of,year_group_13,260,0,260,260
201314,810,E06000010,Kingston upon Hull City of,year_group_14,18,0,18,18
201314,810,E06000010,Kingston upon Hull City of,year_group_2,3094,0,3094,3094
201314,810,E06000010,Kingston upon Hull City of,year_group_3,2953,0,2953,2953
201314,810,E06000010,Kingston upon Hull City of,year_group_4,2835,0,2835,2835
201314,810,E06000010,Kingston upon Hull City of,year_group_5,2817,0,2817,2817
201314,810,E06000010,Kingston upon Hull City of,year_group_6,2545,0,2545,2545
201314,810,E06000010,Kingston upon Hull City of,year_group_7,2397,0,2397,2397
201314,810,E06000010,Kingston upon Hull City of,year_group_8,2366,0,2366,2366
201314,810,E06000010,Kingston upon Hull City of,year_group_9,2318,0,2318,2318
201314,811,E06000011,East Riding of Yorkshire,reception,3414,1,3415,3414.5
201314,811,E06000011,East Riding of Yorkshire,year_group_1,3526,0,3526,3526
201314,811,E06000011,East Riding of Yorkshire,year_group_10,3744,0,3744,3744
201314,811,E06000011,East Riding of Yorkshire,year_group_11,3737,0,3737,3737
201314,811,E06000011,East Riding of Yorkshire,year_group_12,1658,0,1658,1658
201314,811,E06000011,East Riding of Yorkshire,year_group_13,1179,0,1179,1179
201314,811,E06000011,East Riding of Yorkshire,year_group_14,3,0,3,3
201314,811,E06000011,East Riding of Yorkshire,year_group_2,3557,0,3557,3557
201314,811,E06000011,East Riding of Yorkshire,year_group_3,3341,0,3341,3341
201314,811,E06000011,East Riding of Yorkshire,year_group_4,3430,0,3430,3430
201314,811,E06000011,East Riding of Yorkshire,year_group_5,3369,0,3369,3369
201314,811,E06000011,East Riding of Yorkshire,year_group_6,3272,0,3272,3272
201314,811,E06000011,East Riding of Yorkshire,year_group_7,3329,0,3329,3329
201314,811,E06000011,East Riding of Yorkshire,year_group_8,3492,0,3492,3492
201314,811,E06000011,East Riding of Yorkshire,year_group_9,3480,0,3480,3480
201314,812,E06000012,North East Lincolnshire,reception,1846,58,1904,1875
201314,812,E06000012,North East Lincolnshire,year_group_1,1901,0,1901,1901
201314,812,E06000012,North East Lincolnshire,year_group_10,1812,0,1812,1812
201314,812,E06000012,North East Lincolnshire,year_group_11,1716,0,1716,1716
201314,812,E06000012,North East Lincolnshire,year_group_12,324,0,324,324
201314,812,E06000012,North East Lincolnshire,year_group_13,260,0,260,260
201314,812,E06000012,North East Lincolnshire,year_group_14,27,0,27,27
201314,812,E06000012,North East Lincolnshire,year_group_2,1869,0,1869,1869
201314,812,E06000012,North East Lincolnshire,year_group_3,1837,0,1837,1837
201314,812,E06000012,North East Lincolnshire,year_group_4,1866,0,1866,1866
201314,812,E06000012,North East Lincolnshire,year_group_5,1697,0,1697,1697
201314,812,E06000012,North East Lincolnshire,year_group_6,1693,0,1693,1693
201314,812,E06000012,North East Lincolnshire,year_group_7,1627,0,1627,1627
201314,812,E06000012,North East Lincolnshire,year_group_8,1641,0,1641,1641
201314,812,E06000012,North East Lincolnshire,year_group_9,1647,0,1647,1647
201314,813,E06000013,North Lincolnshire,reception,1980,1,1981,1980.5
201314,813,E06000013,North Lincolnshire,year_group_1,1918,0,1918,1918
201314,813,E06000013,North Lincolnshire,year_group_10,1802,0,1802,1802
