year,itl22cd,mean_projection,upper_pi,lower_pi
2031,TLG3,29424.2958202083,32345.634163934,27245.788591844
2032,TLG3,28548.8163201773,31974.364604855,26317.5216771429
2023,TLE4,29693.9572897671,30138.4691280419,29210.8611534106
2024,TLE4,29143.1767027256,29744.5919527764,28474.176318042
2025,TLE4,28410.4437935944,29205.9507307322,27523.027217068
2026,TLE4,27634.2240114248,28763.4132355131,26598.7882568989
2027,TLE4,25555.6977579472,26784.0206544016,24486.0136593788
2028,TLE4,24456.4864089383,25774.6176631144,23315.8996138522
2029,TLE4,23406.9714271282,24730.0088831609,22212.5049125148
2030,TLE4,21863.0860695087,23212.0199378855,20650.1889866422
2031,TLE4,21778.069305869,23237.5070742416,20463.0154579006
2032,TLE4,21197.9944647979,22902.9130138055,19519.5861019731
2023,TLI3,7053.54260959136,7247.69860676195,6859.37896840592
2024,TLI3,6710.37947123166,6950.85885654511,6482.57481656996
2025,TLI3,6346.95468137477,6633.84565628576,6097.21044941949
2026,TLI3,6020.33595427048,6352.91349155562,5687.91157915969
2027,TLI3,5625.13204379491,5987.99077933877,5268.90663134527
2028,TLI3,5428.48246815743,5821.41201331192,5060.99154035546
2029,TLI3,4898.76403210289,5284.33134450302,4539.20731963744
2030,TLI3,4606.59403879112,5002.74592844449,4244.98374261728
2031,TLI3,4352.72600446972,4759.85509951669,3989.65806929896
2032,TLI3,4216.16833841488,4669.97833391792,3831.286571201
2023,TLI5,25390.8604424643,25851.2014644907,24867.4841386905
2024,TLI5,24516.559581463,25247.0742609283,23678.6997493878
2025,TLI5,23663.9612160003,24801.660859557,22588.9140450354
2026,TLI5,22892.276764732,24490.8727650546,21535.2129683677
2027,TLI5,21044.5185369918,22765.5897913341,19668.1511341893
2028,TLI5,19621.6280961146,21373.4358748941,18192.5274126215
2029,TLI5,18586.8761225908,20361.8695566114,17095.6163678682
2030,TLI5,16905.4045503356,18635.6974161615,15441.139383794
2031,TLI5,16526.7261817857,18333.3265173934,14967.4770798978
2032,TLI5,16281.5959520266,18652.4012450939,14041.0939069669
2023,TLI7,24099.3224174751,24620.1308444231,23659.481250043
2024,TLI7,23287.4383057011,24026.9015129697,22613.8696360724
2025,TLI7,22305.5106456201,23339.8293039943,21415.4402527887
2026,TLI7,21269.9576265491,22685.0640684663,20105.6264908507
2027,TLI7,19467.3866284793,20849.5634517852,18177.2324932588
2028,TLI7,18134.1116213518,19549.4286088271,16805.1411836034
2029,TLI7,17285.3275647073,18756.6929480312,15902.3337391505
2030,TLI7,15902.2717696766,17396.6556289732,14530.2349337587
2031,TLI7,15296.6541449351,16849.5064926165,13881.7225205972
2032,TLI7,14492.0327557781,16383.8854275547,13134.7049675975
2023,TLI6,14950.461672001,15367.3098234044,14610.3101396251
2024,TLI6,14467.8701686784,15099.5819680583,13921.5324931565
2025,TLI6,14013.6680665095,14878.6036658844,13245.046722274
2026,TLI6,13473.2166288342,14585.9556439141,12488.9176920819
2027,TLI6,12301.0741251398,13467.8485783567,11331.8476233864
2028,TLI6,11392.6141042775,12550.9824187906,10372.2766158226
2029,TLI6,10957.0450510048,12166.830666234,9867.44858619975
2030,TLI6,9937.83660705622,11101.7887854798,8853.17603120587
2031,TLI6,9575.49121561892,10760.173733233,8421.58360470738
2032,TLI6,9135.12001703769,10729.641729174,7939.20746702766
2023,TLI4,23036.9304081603,23439.0908960705,22606.9072355445
2024,TLI4,22012.6319825709,22600.958158119,21339.6022580484
2025,TLI4,20788.740288372,21593.397460853,19987.6638738597
2026,TLI4,19558.8183215311,20658.7346950373,18628.6409698611
2027,TLI4,18377.9973699006,19625.9253076098,17319.9376776291
2028,TLI4,16972.1035145381,18277.3509377967,15880.7960342546
2029,TLI4,15858.1276967576,17210.4257778319,14737.7264539236
2030,TLI4,14471.3210016517,15800.2834811716,13367.1983717129
2031,TLI4,14015.8559359888,15414.1059872177,12875.9086917328
2032,TLI4,13222.7454067465,14837.7578635988,12052.67222819
