itl22cd,year,acd_year,nc_year,nc_year_number,mean_projection,upper_pi,lower_pi
TLJ2,2029,2029/2030,year_group_7,7,27522.4503583938,27950.9437536133,27041.3562624595
TLJ2,2030,2030/2031,year_group_7,7,26779.5444236394,27205.1736095326,26299.1080921244
TLJ2,2031,2031/2032,year_group_7,7,25986.6483774102,26405.104063943,25513.7499169618
TLJ2,2032,2032/2033,year_group_7,7,25424.4920989608,25830.2815056867,24950.2639536919
TLJ2,2023,2023/2024,year_group_8,8,30072.8055428221,30072.6229404781,29895.4714823311
TLJ2,2024,2024/2025,year_group_8,8,30383.9567673224,30473.471562087,30134.0692812309
TLJ2,2025,2025/2026,year_group_8,8,29215.536121051,29331.2818468917,28969.6027926317
TLJ2,2026,2026/2027,year_group_8,8,28966.3752937811,29135.9666511469,28720.7787538079
TLJ2,2027,2027/2028,year_group_8,8,29327.6270099352,29468.5577356263,28742.5078994939
TLJ2,2028,2028/2029,year_group_8,8,29235.023914339,29518.1468592917,28651.5066449192
TLJ2,2029,2029/2030,year_group_8,8,28430.5255015899,28765.6616192234,27868.0519997892
TLJ2,2030,2030/2031,year_group_8,8,27607.6483552352,27945.6693139274,27022.0200231952
TLJ2,2031,2031/2032,year_group_8,8,26862.4426943787,27191.5716147939,26282.3081173352
TLJ2,2032,2032/2033,year_group_8,8,26067.0921735674,26391.4814255204,25496.1976965188
TLJ2,2023,2023/2024,year_group_9,9,29080.122438328,29140.7727121972,29019.9241446151
TLJ2,2024,2024/2025,year_group_9,9,29992.4846439844,30001.5175197794,29792.8778160982
TLJ2,2025,2025/2026,year_group_9,9,30302.8048204473,30403.0871397506,30044.5704632439
TLJ2,2026,2026/2027,year_group_9,9,29137.5048872199,29263.1126400337,28883.4231177095
TLJ2,2027,2027/2028,year_group_9,9,28889.0095389847,29074.7567147896,28633.3924433856
TLJ2,2028,2028/2029,year_group_9,9,29249.2963946269,29400.0728338227,28664.8058961114
TLJ2,2029,2029/2030,year_group_9,9,29156.9406309221,29427.0899385334,28565.3947346683
TLJ2,2030,2030/2031,year_group_9,9,28354.5909380698,28685.3474525362,27786.7756345671
TLJ2,2031,2031/2032,year_group_9,9,27533.911599031,27873.5987288079,26944.6877322337
TLJ2,2032,2032/2033,year_group_9,9,26790.6962941595,27118.0463210283,26204.5179661137
TLJ3,2023,2023/2024,year_group_10,10,19938.847191509,20024.2126441418,19912.6480322317
TLJ3,2024,2024/2025,year_group_10,10,20441.474595434,20559.4577860178,20402.6917176295
TLJ3,2025,2025/2026,year_group_10,10,21042.4477001925,21169.7424008051,20996.4718805013
TLJ3,2026,2026/2027,year_group_10,10,21282.8038444296,21443.432031663,21178.0036815879
TLJ3,2027,2027/2028,year_group_10,10,20751.2877426062,20987.0762976616,20645.2295259199
TLJ3,2028,2028/2029,year_group_10,10,20739.2720595941,20912.9169672443,20460.5357381345
TLJ3,2029,2029/2030,year_group_10,10,20780.6963207107,21028.6051255246,20499.122268534
TLJ3,2030,2030/2031,year_group_10,10,20708.8913934436,20863.9486762888,20224.6122013868
TLJ3,2031,2031/2032,year_group_10,10,20206.1500290973,20334.4963698327,19627.5266870658
TLJ3,2032,2032/2033,year_group_10,10,19331.2619486593,19462.8508239707,18755.0669916992
TLJ3,2023,2023/2024,year_group_11,11,19939.2567397413,20026.4750822531,19803.8602715819
TLJ3,2024,2024/2025,year_group_11,11,19887.2389198124,19989.8182887428,19743.8038263206
TLJ3,2025,2025/2026,year_group_11,11,20388.5653592746,20505.9335289375,20235.5782543039
TLJ3,2026,2026/2027,year_group_11,11,20987.9829486628,21114.5451432716,20826.690059976
TLJ3,2027,2027/2028,year_group_11,11,21227.7169724194,21383.5836771263,21013.5376890439
TLJ3,2028,2028/2029,year_group_11,11,20697.5766084775,20906.6501779779,20488.3149343702
TLJ3,2029,2029/2030,year_group_11,11,20685.5920259913,20835.4982596696,20314.4691041861
TLJ3,2030,2030/2031,year_group_11,11,20726.9090675428,20925.1396547113,20348.1704373667
TLJ3,2031,2031/2032,year_group_11,11,20655.2899949624,20773.160889957,20090.1146611572
TLJ3,2032,2032/2033,year_group_11,11,20153.8498900457,20240.5820239505,19502.2075988293
TLJ3,2023,2023/2024,year_group_2,2,21070.7469360964,21179.7936075255,20903.9871331561
TLJ3,2024,2024/2025,year_group_2,2,20158.4234447945,20303.8188409547,19909.3035127687
TLJ3,2025,2025/2026,year_group_2,2,19811.7014854531,19965.3422271003,19550.2513795817
TLJ3,2026,2026/2027,year_group_2,2,19454.3539713473,19613.8098170561,19181.1831924996
TLJ3,2027,2027/2028,year_group_2,2,18963.9163221887,19126.9075997038,18680.1366227975
TLJ3,2028,2028/2029,year_group_2,2,19123.5156717514,19304.523774167,18821.4357055758
TLJ3,2029,2029/2030,year_group_2,2,18586.3975170569,18896.3326075929,18165.4490575334
TLJ3,2030,2030/2031,year_group_2,2,18261.0968689897,18598.5900495819,17812.1201294844
TLJ3,2031,2031/2032,year_group_2,2,17941.4896594459,18305.7330054016,17471.1603491241
TLJ3,2032,2032/2033,year_group_2,2,17627.4762413991,18019.2227126157,17136.1127942062
TLJ3,2023,2023/2024,year_group_3,3,21722.6799154171,21805.6874600238,21452.6189471659
TLJ3,2024,2024/2025,year_group_3,3,21195.3272179476,21287.6126403581,20794.5917378567
TLJ3,2025,2025/2026,year_group_3,3,20277.6096360598,20370.5430667459,19838.6476991907
TLJ3,2026,2026/2027,year_group_3,3,19928.8376915161,20022.5332393249,19490.345971287
TLJ3,2027,2027/2028,year_group_3,3,19569.3773688725,19661.8394153829,19126.089723088
TLJ3,2028,2028/2029,year_group_3,3,19076.0400189701,19167.1794927199,18629.2596242531
TLJ3,2029,2029/2030,year_group_3,3,19236.5829958286,19336.7166031079,18768.0964645272
TLJ3,2030,2030/2031,year_group_3,3,18696.2891430299,18927.7240276097,18105.5391851695
TLJ3,2031,2031/2032,year_group_3,3,18369.0651627455,18621.7776105158,17761.5551412338
TLJ3,2032,2032/2033,year_group_3,3,18047.5682833021,18333.1843807298,17415.3698871737
TLJ3,2023,2023/2024,year_group_4,4,21760.3771578908,22001.0833522795,21716.7097278103
TLJ3,2024,2024/2025,year_group_4,4,21685.1870740258,21850.0441706052,21404.1897178292
TLJ3,2025,2025/2026,year_group_4,4,21158.7445750733,21289.1009573031,20753.5042433657
TLJ3,2026,2026/2027,year_group_4,4,20242.6109524333,20377.3235440815,19807.4486628621
TLJ3,2027,2027/2028,year_group_4,4,19894.4409801716,20037.7093918277,19456.1759420768
TLJ3,2028,2028/2029,year_group_4,4,19535.6010777024,19680.4588758075,19094.3356030593
TLJ3,2029,2029/2030,year_group_4,4,19043.1152166165,19184.884339722,18600.9264714323
TLJ3,2030,2030/2031,year_group_4,4,19203.3811000229,19358.347284675,18744.1082600235
TLJ3,2031,2031/2032,year_group_4,4,18664.0197818748,18942.2571291689,18093.853973364
TLJ3,2032,2032/2033,year_group_4,4,18337.3605825862,18626.2678309035,17749.7184760299
TLJ3,2023,2023/2024,year_group_5,5,21884.3209116379,21945.5267220833,21654.7548871954
TLJ3,2024,2024/2025,year_group_5,5,21928.0322734059,22059.8792150727,21682.3317121982
TLJ3,2025,2025/2026,year_group_5,5,21852.2628796281,21932.741670698,21381.7298684561
TLJ3,2026,2026/2027,year_group_5,5,21321.7643490483,21361.6906479038,20731.2036791373
TLJ3,2027,2027/2028,year_group_5,5,20398.5722785139,20447.7243467716,19797.8859528416
TLJ3,2028,2028/2029,year_group_5,5,20047.7197940652,20103.7612452784,19446.9439342974
TLJ3,2029,2029/2030,year_group_5,5,19686.1151718091,19743.5758778459,19084.5550316096
TLJ3,2030,2030/2031,year_group_5,5,19189.8349015854,19259.316703953,18590.0703466173
TLJ3,2031,2031/2032,year_group_5,5,19351.3355703542,19422.677253995,18732.9742686677
TLJ3,2032,2032/2033,year_group_5,5,18807.818686177,18988.0128405275,18096.1714921064
TLJ3,2023,2023/2024,year_group_6,6,21842.533127116,22053.8305968676,21804.5107028535
TLJ3,2024,2024/2025,year_group_6,6,21829.8855768776,21975.251622699,21589.9046342766
TLJ3,2025,2025/2026,year_group_6,6,21873.4882104552,22078.9983633173,21620.5944811165
TLJ3,2026,2026/2027,year_group_6,6,21797.9072864193,21935.6594573891,21324.0511780669
TLJ3,2027,2027/2028,year_group_6,6,21268.7283245489,21367.0371003346,20687.8750816421
TLJ3,2028,2028/2029,year_group_6,6,20347.8326135685,20436.5062593303,19755.0215801497
TLJ3,2029,2029/2030,year_group_6,6,19997.8528439973,20089.263692888,19405.3985075813
TLJ3,2030,2030/2031,year_group_6,6,19637.1476816213,19736.1829851806,19044.3299257927
TLJ3,2031,2031/2032,year_group_6,6,19142.1018651763,19245.2565883436,18552.2068707039
TLJ3,2032,2032/2033,year_group_6,6,19303.2008151527,19414.6248303832,18692.1712249415
TLJ3,2023,2023/2024,year_group_7,7,21374.3904726547,21461.110022968,21278.671182892
TLJ3,2024,2024/2025,year_group_7,7,20840.5870891382,21034.083593545,20744.1680893779
TLJ3,2025,2025/2026,year_group_7,7,20828.5196988463,20968.117108832,20551.9908577265
TLJ3,2026,2026/2027,year_group_7,7,20870.1222216444,21067.6742300086,20589.088444924
TLJ3,2027,2027/2028,year_group_7,7,20798.008295092,20924.6085372565,20312.779225904
TLJ3,2028,2028/2029,year_group_7,7,20293.1034758379,20391.6122911252,19716.4814576946
TLJ3,2029,2029/2030,year_group_7,7,19414.4504756107,19509.2295449738,18824.6956078989
TLJ3,2030,2030/2031,year_group_7,7,19080.5247434286,19177.2642622831,18489.92691601
TLJ3,2031,2031/2032,year_group_7,7,18736.3656064709,18828.0187030149,18145.4546506311
TLJ3,2032,2032/2033,year_group_7,7,18264.0281998755,18360.7068195443,17680.8721027286
TLJ3,2023,2023/2024,year_group_8,8,21103.7231334577,21141.6973149926,21078.0802072221
TLJ3,2024,2024/2025,year_group_8,8,21344.7791927942,21437.5929939364,21247.1104290173
TLJ3,2025,2025/2026,year_group_8,8,20811.7153204885,21021.4405287124,20712.3649325915
TLJ3,2026,2026/2027,year_group_8,8,20799.6646479071,20942.91540472,20519.357940161
TLJ3,2027,2027/2028,year_group_8,8,20841.2095361286,21053.9367692749,20555.9830476199
TLJ3,2028,2028/2029,year_group_8,8,20769.1955135086,20895.7729235991,20286.8955304592
TLJ3,2029,2029/2030,year_group_8,8,20264.9901704769,20373.373465058,19685.0038279532
TLJ3,2030,2030/2031,year_group_8,8,19387.5544232013,19486.7920637744,18797.0005618334
TLJ3,2031,2031/2032,year_group_8,8,19054.0912992195,19154.7270268074,18468.4363313735
TLJ3,2032,2032/2033,year_group_8,8,18710.4089474376,18820.1244767142,18119.3972470822
TLJ3,2023,2023/2024,year_group_9,9,20459.0597996156,20507.4419050628,20431.8186233222
TLJ3,2024,2024/2025,year_group_9,9,21060.5499040018,21142.3315210845,21022.1022267302
TLJ3,2025,2025/2026,year_group_9,9,21301.112819617,21419.5322040887,21202.788361525
TLJ3,2026,2026/2027,year_group_9,9,20769.1394699991,20996.2913494139,20666.6604508715
TLJ3,2027,2027/2028,year_group_9,9,20757.1134502454,20913.7096113051,20478.3874202608
TLJ3,2028,2028/2029,year_group_9,9,20798.5733474452,21021.8806426051,20514.1801810358
TLJ3,2029,2029/2030,year_group_9,9,20726.7066484943,20866.9720011231,20242.1191304861
TLJ3,2030,2030/2031,year_group_9,9,20223.5327904205,20339.934490504,19640.9970963879
TLJ3,2031,2031/2032,year_group_9,9,19347.8920692931,19456.582096067,18763.2087286046
TLJ3,2032,2032/2033,year_group_9,9,19015.1111320456,19130.1878310147,18431.7478474491
TLJ4,2023,2023/2024,year_group_10,10,22079.7690680191,22183.9694097857,21978.2920011185
TLJ4,2024,2024/2025,year_group_10,10,22459.6724207174,22591.9944894152,22365.6527078322
TLJ4,2025,2025/2026,year_group_10,10,22808.6923009388,22944.8752225885,22679.6519363852
TLJ4,2026,2026/2027,year_group_10,10,23563.5123321918,23729.4171162012,23395.2444734391
TLJ4,2027,2027/2028,year_group_10,10,23010.242716085,23241.8306780433,22841.8807229212
TLJ4,2028,2028/2029,year_group_10,10,22770.4792346229,23160.4733344377,22614.0021953686
TLJ4,2029,2029/2030,year_group_10,10,23266.2872248589,23568.3785484521,22839.0934707316
TLJ4,2030,2030/2031,year_group_10,10,23887.7329889065,24038.2830300789,23198.7077435692
TLJ4,2031,2031/2032,year_group_10,10,23687.2743197645,23925.2611633616,23002.6234633937
TLJ4,2032,2032/2033,year_group_10,10,23466.6382894809,23703.9417935027,22764.922835234
TLJ4,2023,2023/2024,year_group_11,11,21446.4813476907,21531.9240594463,21339.3088798645
TLJ4,2024,2024/2025,year_group_11,11,21790.6840678565,21916.7920642144,21645.4513769498
TLJ4,2025,2025/2026,year_group_11,11,22165.6134391496,22319.4716222922,22017.9993327006
TLJ4,2026,2026/2027,year_group_11,11,22510.063687695,22657.4938081685,22338.8578058429
TLJ4,2027,2027/2028,year_group_11,11,23255.0010454388,23443.9446479667,23035.9165916003
TLJ4,2028,2028/2029,year_group_11,11,22708.9752526967,22941.6707229745,22500.1912160342
TLJ4,2029,2029/2030,year_group_11,11,22472.3509356826,22841.1651533207,22266.3330251957
TLJ4,2030,2030/2031,year_group_11,11,22961.6674335259,23254.6055667534,22509.4657505576
TLJ4,2031,2031/2032,year_group_11,11,23574.9767606277,23715.7430984328,22866.8758502649
TLJ4,2032,2032/2033,year_group_11,11,23377.1426476675,23567.4343988732,22665.1459479604
TLJ4,2023,2023/2024,year_group_2,2,21916.5266649023,22132.4082236856,21858.6668391735
TLJ4,2024,2024/2025,year_group_2,2,21712.3843319486,21937.5816760768,21582.9941479916
TLJ4,2025,2025/2026,year_group_2,2,21140.757852025,21360.8386649896,20999.9812433425
TLJ4,2026,2026/2027,year_group_2,2,20703.8103781268,20935.3545773491,20554.6560615837
TLJ4,2027,2027/2028,year_group_2,2,20204.9927123802,20441.3337977251,20048.9058397013
TLJ4,2028,2028/2029,year_group_2,2,20963.7442817342,21219.2515984244,20786.4648536427
TLJ4,2029,2029/2030,year_group_2,2,20597.9682945045,21143.4983470224,20216.1817912229
TLJ4,2030,2030/2031,year_group_2,2,20478.5366687695,21067.3584138116,20059.494880024
TLJ4,2031,2031/2032,year_group_2,2,20359.7975343046,20999.0938547127,19897.9716104139
TLJ4,2032,2032/2033,year_group_2,2,20241.7468758906,20929.2762830949,19740.016259294
TLJ4,2023,2023/2024,year_group_3,3,22499.325984405,22564.7779255371,22185.8764886559
TLJ4,2024,2024/2025,year_group_3,3,22310.5184091729,22503.3439928499,21971.5575007799
TLJ4,2025,2025/2026,year_group_3,3,22102.7062249208,22294.3628096465,21719.3524608146
TLJ4,2026,2026/2027,year_group_3,3,21520.8036589485,21714.3133382559,21139.7401904227
TLJ4,2027,2027/2028,year_group_3,3,21076.0012133193,21264.1913460299,20695.5062863638
TLJ4,2028,2028/2029,year_group_3,3,20568.2163400764,20753.3664196071,20187.4014153602
TLJ4,2029,2029/2030,year_group_3,3,21340.6079290763,21543.1439411904,20932.8570225806
TLJ4,2030,2030/2031,year_group_3,3,20968.256414555,21383.9807135411,20418.1002677028
TLJ4,2031,2031/2032,year_group_3,3,20846.6777755061,21312.8887472076,20261.2757285419
TLJ4,2032,2032/2033,year_group_3,3,20725.8040765905,21237.4763090303,20101.7975603702
TLJ4,2023,2023/2024,year_group_4,4,22276.7201713124,22328.5465940866,21967.8251982052
TLJ4,2024,2024/2025,year_group_4,4,22871.7344618841,22884.2624967763,22277.9300004475
TLJ4,2025,2025/2026,year_group_4,4,22679.8017467399,22737.297534722,22076.3652965967
TLJ4,2026,2026/2027,year_group_4,4,22468.5498585966,22538.7262479559,21833.2883205945
TLJ4,2027,2027/2028,year_group_4,4,21877.0156508237,21951.8603064333,21251.9353598929
TLJ4,2028,2028/2029,year_group_4,4,21424.8508423544,21493.0497058137,20808.1325953528
TLJ4,2029,2029/2030,year_group_4,4,20908.6611221547,20980.7060117014,20300.3047819879
TLJ4,2030,2030/2031,year_group_4,4,21693.8373241637,21774.4908879057,21053.8592299275
TLJ4,2031,2031/2032,year_group_4,4,21315.3226534347,21601.6095743358,20536.6378058711
TLJ4,2032,2032/2033,year_group_4,4,21191.7316467311,21512.3174642442,20384.6065101379
TLJ4,2023,2023/2024,year_group_5,5,21916.2313858025,22211.9085127513,21868.1286199922
TLJ4,2024,2024/2025,year_group_5,5,22393.4388492457,22633.1890746955,22071.7955559588
TLJ4,2025,2025/2026,year_group_5,5,22991.5707119201,23075.0456200582,22386.665229916
TLJ4,2026,2026/2027,year_group_5,5,22798.6323670158,22944.673219372,22191.8035124479
TLJ4,2027,2027/2028,year_group_5,5,22586.2736264765,22740.4857975672,21962.7186411844
TLJ4,2028,2028/2029,year_group_5,5,21991.6400804639,22138.7867067089,21378.904601316
TLJ4,2029,2029/2030,year_group_5,5,21537.1061584874,21688.2707889275,20929.7111862717
TLJ4,2030,2030/2031,year_group_5,5,21018.2118668229,21167.0480933906,20416.4012507937
TLJ4,2031,2031/2032,year_group_5,5,21807.5019925846,21968.5811134521,21176.1683865735
TLJ4,2032,2032/2033,year_group_5,5,21427.0040975925,21789.0082459151,20670.9404413836
TLJ4,2023,2023/2024,year_group_6,6,22285.1645213509,22457.7670472545,22247.4963233805
TLJ4,2024,2024/2025,year_group_6,6,22052.9562523412,22394.582032658,21993.0527681748
TLJ4,2025,2025/2026,year_group_6,6,22533.1407844968,22803.0294577203,22201.7175454849
TLJ4,2026,2026/2027,year_group_6,6,23135.0041052699,23257.391384909,22527.8744547044
TLJ4,2027,2027/2028,year_group_6,6,22940.8621104774,23117.2461107032,22330.4871594413
TLJ4,2028,2028/2029,year_group_6,6,22727.1785655067,22915.1425875736,22102.4190425015
TLJ4,2029,2029/2030,year_group_6,6,22128.8353857169,22317.1224300221,21513.5932948402
TLJ4,2030,2030/2031,year_group_6,6,21671.4658443894,21860.054789499,21065.1104866329
TLJ4,2031,2031/2032,year_group_6,6,21149.3344198654,21337.7854198614,20546.6888216926
TLJ4,2032,2032/2033,year_group_6,6,21943.5485485363,22141.0317377755,21309.5959325924
TLJ4,2023,2023/2024,year_group_7,7,23703.2978399887,23808.3564189193,23597.6659465049
TLJ4,2024,2024/2025,year_group_7,7,23146.7460699675,23336.8396652222,23034.9753511042
TLJ4,2025,2025/2026,year_group_7,7,22905.5602428239,23265.9117712176,22789.4812612969
TLJ4,2026,2026/2027,year_group_7,7,23404.3095081427,23693.983458263,23016.3664228117
TLJ4,2027,2027/2028,year_group_7,7,24029.4418665516,24178.7568209808,23358.1404031397
TLJ4,2028,2028/2029,year_group_7,7,23827.7940191384,24038.0255860787,23155.99628559
TLJ4,2029,2029/2030,year_group_7,7,23605.849112695,23815.8581320208,22916.8895828603
TLJ4,2030,2030/2031,year_group_7,7,22984.3729897782,23187.9988733562,22308.8264849492
TLJ4,2031,2031/2032,year_group_7,7,22509.3207808029,22716.6645964818,21839.2218807146
TLJ4,2032,2032/2033,year_group_7,7,21967.0028864464,22175.2116357187,21306.6354590121
TLJ4,2023,2023/2024,year_group_8,8,22936.9829915154,22969.0117549238,22874.8984586527
TLJ4,2024,2024/2025,year_group_8,8,23696.0486139577,23803.533852802,23560.3989326632
TLJ4,2025,2025/2026,year_group_8,8,23139.667055255,23320.3300020907,23005.0285086251
TLJ4,2026,2026/2027,year_group_8,8,22898.5549904456,23257.2126635971,22761.8210768134
TLJ4,2027,2027/2028,year_group_8,8,23397.1517222992,23679.5594290175,22985.7432178334
TLJ4,2028,2028/2029,year_group_8,8,24022.0928952538,24156.4758544488,23334.136405633
TLJ4,2029,2029/2030,year_group_8,8,23820.5067181969,24023.7094930678,23133.8721264258
TLJ4,2030,2030/2031,year_group_8,8,23598.6296895992,23800.3847978476,22893.4706661568
TLJ4,2031,2031/2032,year_group_8,8,22977.3436339431,23177.8473146008,22284.8225693896
TLJ4,2032,2032/2033,year_group_8,8,22502.4367111158,22701.6786020842,21821.856559669
TLJ4,2023,2023/2024,year_group_9,9,22603.3333647332,22671.797671608,22552.1488248299
TLJ4,2024,2024/2025,year_group_9,9,22954.5857140901,23033.4719214732,22867.3051722592
TLJ4,2025,2025/2026,year_group_9,9,23714.2338726738,23851.1350041101,23569.8649427174
TLJ4,2026,2026/2027,year_group_9,9,23157.4253253726,23355.2379566948,23020.8419035947
TLJ4,2027,2027/2028,year_group_9,9,22916.1282218949,23283.557462553,22780.903742744
TLJ4,2028,2028/2029,year_group_9,9,23415.1075960493,23705.7877045808,23004.2154631013
TLJ4,2029,2029/2030,year_group_9,9,24040.5283728863,24183.8235533564,23355.3916489991
TLJ4,2030,2030/2031,year_group_9,9,23838.7874908471,24063.4446811582,23163.3478771192
TLJ4,2031,2031/2032,year_group_9,9,23616.7401852875,23834.7462432237,22915.1796146363
TLJ4,2032,2032/2033,year_group_9,9,22994.9773308264,23209.1466201323,22310.927766918
TLK1,2023,2023/2024,year_group_10,10,26574.8146308206,26639.9305858897,26533.0562742568
TLK1,2024,2024/2025,year_group_10,10,27622.0847472353,27699.3462495938,27497.6414934338
TLK1,2025,2025/2026,year_group_10,10,28187.4318603804,28293.5836887622,28042.3817229908
TLK1,2026,2026/2027,year_group_10,10,28439.3397204097,28594.7118755752,28243.1671539011
TLK1,2027,2027/2028,year_group_10,10,27925.7397333519,28178.4593037102,27727.0633664543
TLK1,2028,2028/2029,year_group_10,10,27471.7595938312,27753.6950033145,27277.138258218
TLK1,2029,2029/2030,year_group_10,10,27293.5183560989,27657.9072701214,27085.257694563
TLK1,2030,2030/2031,year_group_10,10,27509.3827062995,27898.8823035965,27290.4621952716
TLK1,2031,2031/2032,year_group_10,10,26676.8022199636,27113.6747278373,26452.0366632582
TLK1,2032,2032/2033,year_group_10,10,26145.2547523248,26589.5409513738,25803.0213891108
TLK1,2023,2023/2024,year_group_11,11,26761.2996321176,26861.4667966095,26670.201119603
TLK1,2024,2024/2025,year_group_11,11,26382.8675249804,26501.9581709629,26279.5639120322
TLK1,2025,2025/2026,year_group_11,11,27422.5733189089,27535.24458024,27245.8252184939
TLK1,2026,2026/2027,year_group_11,11,27983.836989002,28110.2185639567,27787.9158755648
TLK1,2027,2027/2028,year_group_11,11,28233.9253449127,28401.4074878492,27998.4985739291
TLK1,2028,2028/2029,year_group_11,11,27724.035036829,27968.5297768862,27488.0272342261
TLK1,2029,2029/2030,year_group_11,11,27273.3339483609,27545.9164060778,27034.8075771978
TLK1,2030,2030/2031,year_group_11,11,27096.3801284413,27477.3167091286,26848.6842626358
TLK1,2031,2031/2032,year_group_11,11,27310.685313024,27712.2211831007,27051.5853997448
TLK1,2032,2032/2033,year_group_11,11,26484.1184684369,26903.5084701526,26228.3447464771
TLK1,2023,2023/2024,year_group_2,2,27165.1773711634,27287.2142561467,27099.7803579604
TLK1,2024,2024/2025,year_group_2,2,26623.8988055939,26840.847163293,26375.1004748327
TLK1,2025,2025/2026,year_group_2,2,25762.2352082613,25989.3280924972,25493.6053173384
TLK1,2026,2026/2027,year_group_2,2,24914.7890036487,25142.952822098,24616.829204099
TLK1,2027,2027/2028,year_group_2,2,24488.0147214122,24736.8439058141,24164.2810191001
TLK1,2028,2028/2029,year_group_2,2,24734.9609346952,25000.7389581153,24378.2398167197
TLK1,2029,2029/2030,year_group_2,2,24281.0328664054,24691.3617205133,23623.8916044662
TLK1,2030,2030/2031,year_group_2,2,23907.6149968811,24349.5159630605,23203.4123561771
TLK1,2031,2031/2032,year_group_2,2,23539.939918697,24011.6125704749,22784.4023795356
TLK1,2032,2032/2033,year_group_2,2,23177.9193134974,23684.748171674,22367.5553052652
TLK1,2023,2023/2024,year_group_3,3,27926.1345752121,27992.8747589496,27862.4802887022
TLK1,2024,2024/2025,year_group_3,3,27080.9409569348,27269.0927395554,26992.1027390545
TLK1,2025,2025/2026,year_group_3,3,26541.34084039,26792.3497882159,26278.7482754164
TLK1,2026,2026/2027,year_group_3,3,25682.349173033,25940.4392617396,25397.4523576193
TLK1,2027,2027/2028,year_group_3,3,24837.530811727,25096.4268451839,24524.2835803337
TLK1,2028,2028/2029,year_group_3,3,24412.0799125382,24668.5851818145,24072.7055442563
TLK1,2029,2029/2030,year_group_3,3,24658.2603710746,24937.6668812947,24285.5124754227
TLK1,2030,2030/2031,year_group_3,3,24205.7398869234,24637.7453995641,23547.6805872659
TLK1,2031,2031/2032,year_group_3,3,23833.4799477122,24287.4689536087,23125.1328748122
TLK1,2032,2032/2033,year_group_3,3,23466.9449920373,23957.6774996689,22706.0554798978
TLK1,2023,2023/2024,year_group_4,4,27697.123008538,27937.8861892858,27630.4655808068
TLK1,2024,2024/2025,year_group_4,4,27916.179466656,28186.7168158948,27824.6287126446
TLK1,2025,2025/2026,year_group_4,4,27071.2871430028,27448.8132146874,26962.740769998
TLK1,2026,2026/2027,year_group_4,4,26531.8793831095,26889.5869508319,26273.9774872134
TLK1,2027,2027/2028,year_group_4,4,25673.1939291053,26025.8189104692,25393.1430466902
TLK1,2028,2028/2029,year_group_4,4,24828.6767286519,25173.7353986952,24528.896858741
TLK1,2029,2029/2030,year_group_4,4,24403.3774942011,24750.6562077996,24077.2162396726
TLK1,2030,2030/2031,year_group_4,4,24649.4701943267,25009.1068085677,24289.1226124783
TLK1,2031,2031/2032,year_group_4,4,24197.1110246794,24663.0137700343,23549.6480713336
TLK1,2032,2032/2033,year_group_4,4,23824.9837886927,24322.2314028417,23120.634332358
TLK1,2023,2023/2024,year_group_5,5,27803.5371243237,27884.3170097108,27743.2316482611
TLK1,2024,2024/2025,year_group_5,5,27623.143260092,27916.1141921559,27534.2654440312
TLK1,2025,2025/2026,year_group_5,5,27841.6146126139,28154.3548930325,27733.7773260842
TLK1,2026,2026/2027,year_group_5,5,26998.9790187139,27388.219140231,26879.0069805824
TLK1,2027,2027/2028,year_group_5,5,26461.0120312204,26843.0988448053,26185.044808398
TLK1,2028,2028/2029,year_group_5,5,25604.6201487854,25972.9214832475,25307.4397343861
TLK1,2029,2029/2030,year_group_5,5,24762.3586761211,25124.2124406528,24442.2254530254
TLK1,2030,2030/2031,year_group_5,5,24338.1954271794,24693.012274725,23997.8869091311
TLK1,2031,2031/2032,year_group_5,5,24583.6308071911,24950.2217381148,24209.2678947193
TLK1,2032,2032/2033,year_group_5,5,24132.4799008557,24619.3719524021,23489.2505364393
TLK1,2023,2023/2024,year_group_6,6,28235.6993491045,28438.0449700668,28186.0673893686
TLK1,2024,2024/2025,year_group_6,6,27776.6802916912,28046.9147354537,27698.046389786
TLK1,2025,2025/2026,year_group_6,6,27596.4606789513,27952.5978964734,27491.1503558157
TLK1,2026,2026/2027,year_group_6,6,27814.7209990235,28182.8145233164,27701.5493533835
TLK1,2027,2027/2028,year_group_6,6,26972.8993491556,27407.0819701004,26847.8587682129
TLK1,2028,2028/2029,year_group_6,6,26435.4520109888,26869.8186858351,26166.4411294568
TLK1,2029,2029/2030,year_group_6,6,25579.8873604758,26016.525984173,25289.6066945446
TLK1,2030,2030/2031,year_group_6,6,24738.4394704612,25146.2910778126,24429.0028682841
TLK1,2031,2031/2032,year_group_6,6,24314.6859421005,24719.4190257776,23979.8332617359
TLK1,2032,2032/2033,year_group_6,6,24559.8842437544,24971.6214976073,24196.4390093289
TLK1,2023,2023/2024,year_group_7,7,28402.5822726529,28521.7961206733,28290.1069724161
TLK1,2024,2024/2025,year_group_7,7,27889.6461063757,28116.2962847981,27770.9405297644
TLK1,2025,2025/2026,year_group_7,7,27436.2527298187,27720.4759666574,27303.3730119442
TLK1,2026,2026/2027,year_group_7,7,27258.2418663866,27622.1432654353,27115.0956004916
TLK1,2027,2027/2028,year_group_7,7,27473.8272149418,27864.5782473027,27325.5988877562
TLK1,2028,2028/2029,year_group_7,7,26642.3228272085,27088.7449311492,26479.8099450865
