itl22cd,year,nc_year,pupil_number,upper_pi,lower_pi
TLE2,2025,year_group_4,7744.37295541242,7848.95076688817,7715.31300259851
TLE2,2026,year_group_4,7475.21854530717,7636.16750715998,7384.56024536217
TLE2,2027,year_group_4,7211.63462762785,7380.2982503733,7112.67000829175
TLE2,2028,year_group_4,6855.57896097669,7025.76566251143,6753.98947542576
TLE2,2029,year_group_4,6905.58613372406,7089.86179034628,6791.57111222263
TLE2,2030,year_group_4,6963.0701984142,7160.29239482939,6837.36344750765
TLE2,2031,year_group_4,6773.43840494685,7050.95194393017,6587.00231535172
TLE2,2032,year_group_4,6658.21742567157,6954.10243402256,6453.18574957036
TLE2,2023,year_group_5,8033.36948937786,8054.73797923827,8016.55714019679
TLE2,2024,year_group_5,7874.80835630639,7909.78170586075,7853.48053513255
TLE2,2025,year_group_5,7875.10058366171,7985.85644458372,7846.22862282744
TLE2,2026,year_group_5,7758.25033225753,7867.20317259099,7724.93669521066
TLE2,2027,year_group_5,7488.61361619929,7657.89685859352,7400.33382620002
TLE2,2028,year_group_5,7224.55737450136,7399.67690256887,7126.7933047263
TLE2,2029,year_group_5,6867.86368089922,7044.61927843803,6762.0078536783
TLE2,2030,year_group_5,6917.96046301655,7105.56777067756,6802.78094488727
TLE2,2031,year_group_5,6975.54753514613,7174.96765572573,6846.42579798079
TLE2,2032,year_group_5,6785.57593471508,7067.36092966192,6599.83713949729
TLE2,2023,year_group_6,8063.70925175489,8128.21441383161,8047.33112854716
TLE2,2024,year_group_6,8024.12434959268,8098.64407494751,7999.92566022683
TLE2,2025,year_group_6,7865.74569534802,7942.00012173006,7838.9575299727
TLE2,2026,year_group_6,7866.0375863958,7996.40203421158,7832.51797604313
TLE2,2027,year_group_6,7749.32181117992,7874.93519806833,7712.56484917006
TLE2,2028,year_group_6,7479.99540440529,7663.9104899906,7394.52767883829
TLE2,2029,year_group_6,7216.24304974614,7405.02175485204,7120.81614604856
TLE2,2030,year_group_6,6859.95985426216,7051.8852911681,6756.76973467782
TLE2,2031,year_group_6,6909.99898289373,7114.24820425113,6795.9052213043
TLE2,2032,year_group_6,6967.51978139649,7185.0376437549,6842.55103122679
TLE2,2023,year_group_7,8605.39850489019,8712.48036624696,8524.82265414364
TLE2,2024,year_group_7,8430.49830384166,8556.97725262447,8353.0013987442
TLE2,2025,year_group_7,8389.11282724308,8522.37375253228,8310.35264016913
TLE2,2026,year_group_7,8223.53009920961,8360.44762230308,8145.18158708522
TLE2,2027,year_group_7,8223.83526732844,8411.20188327104,8147.25397214338
TLE2,2028,year_group_7,8101.81051243356,8287.19672663425,8020.8086030839
TLE2,2029,year_group_7,7820.2334187407,8053.35298156945,7727.88036413615
TLE2,2030,year_group_7,7544.48392069125,7781.96066747852,7452.77216112041
TLE2,2031,year_group_7,7171.99468758041,7409.22043143951,7079.07792934996
TLE2,2032,year_group_7,7224.30991570725,7475.95145656071,7120.23525958414
TLE2,2023,year_group_8,8555.36707678975,8575.51263903109,8538.49060889194
TLE2,2024,year_group_8,8597.72778832106,8710.72220377501,8519.08180398829
TLE2,2025,year_group_8,8422.98349055457,8555.87181591587,8346.94062285941
TLE2,2026,year_group_8,8381.63490431741,8524.1394757903,8302.15853312448
TLE2,2027,year_group_8,8216.19977411742,8360.72532461035,8138.72283301177
TLE2,2028,year_group_8,8216.5046702142,8404.94898757853,8139.11099279029
TLE2,2029,year_group_8,8094.5886862622,8278.86362275588,8017.82131272919
TLE2,2030,year_group_8,7813.26258595179,8052.27250374086,7721.89382710594
TLE2,2031,year_group_8,7537.7588866579,7778.94086672739,7445.55364697633
TLE2,2032,year_group_8,7165.60168457742,7405.12707339576,7069.58494084863
TLE2,2023,year_group_9,8490.97988612461,8504.39571368087,8480.91135676163
TLE2,2024,year_group_9,8551.31839522477,8578.9223910384,8531.61770471538
TLE2,2025,year_group_9,8593.65906027178,8707.74121223649,8511.6469118409
TLE2,2026,year_group_9,8418.99745726409,8555.99156506432,8338.98253929543
TLE2,2027,year_group_9,8377.66843854021,8521.18773271203,8297.9078294379
TLE2,2028,year_group_9,8212.31159769423,8357.72092218831,8133.81140064034
TLE2,2029,year_group_9,8212.61634950414,8401.74867727776,8135.62346225671
TLE2,2030,year_group_9,8090.75806021237,8280.84625666728,8008.91182111848
TLE2,2031,year_group_9,7809.56509268117,8047.75911375192,7723.40935870087
TLE2,2032,year_group_9,7534.1917708145,7776.68979541225,7445.64911651169
TLE3,2023,year_group_10,15580.2230763751,15667.5560636566,15516.3431254229
TLE3,2024,year_group_10,15783.7147680568,15881.7248914593,15658.7918775507
TLE3,2025,year_group_10,16053.8242433258,16156.9455411025,15920.7046307553
TLE3,2026,year_group_10,16303.2390232324,16423.6456082587,16145.6126547938
TLE3,2027,year_group_10,16011.6488763684,16162.997655272,15861.3059819132
TLE3,2028,year_group_10,15476.8400315815,15659.7101576782,15331.4150156863
TLE3,2029,year_group_10,15680.2694925902,15952.9516805807,15535.8471425937
TLE3,2030,year_group_10,15809.2231465086,16145.0515278001,15668.2268775222
TLE3,2031,year_group_10,15681.6086959212,16068.7400585616,15521.1226127517
TLE3,2032,year_group_10,15094.936045711,15499.8435796183,14910.5886975288
TLE3,2023,year_group_11,15516.5736799549,15549.7511737325,15463.8108425663
TLE3,2024,year_group_11,15494.9159924823,15579.8273184327,15409.6715654518
TLE3,2025,year_group_11,15697.2934971123,15784.3097081618,15544.2473994429
TLE3,2026,year_group_11,15965.9240300353,16060.4954611427,15802.4245764368
TLE3,2027,year_group_11,16213.973178176,16320.3025260653,16029.3309931153
TLE3,2028,year_group_11,15923.9795877283,16064.4665394883,15750.5093427019
TLE3,2029,year_group_11,15392.0990054423,15570.4688664564,15224.1734907799
TLE3,2030,year_group_11,15594.4146201336,15851.9702560517,15425.2152848253
TLE3,2031,year_group_11,15722.6622084123,16039.9512726995,15554.5883970915
TLE3,2032,year_group_11,15595.7464908654,15964.5706487961,15415.979166956
TLE3,2023,year_group_2,16111.8840367625,16246.0596678687,16053.6850167996
TLE3,2024,year_group_2,15509.1141366191,15680.3856409819,15377.7679073332
TLE3,2025,year_group_2,15002.1005208813,15183.0615321471,14862.4531193523
TLE3,2026,year_group_2,14820.7533074861,15011.7844109258,14671.3015581551
TLE3,2027,year_group_2,14094.5992290154,14287.9817642213,13941.7291261967
TLE3,2028,year_group_2,14654.2758589319,14869.8188425871,14481.3962136233
TLE3,2029,year_group_2,14304.0380972082,14657.7598780745,14004.1332513613
TLE3,2030,year_group_2,14112.1744451751,14491.5000642086,13784.1739338027
TLE3,2031,year_group_2,13922.8843084473,14330.1961929177,13561.8271589551
TLE3,2032,year_group_2,13736.1331678183,14170.9207666384,13342.7999158893
TLE3,2023,year_group_3,16248.5370770911,16470.8974927578,16209.3113376217
TLE3,2024,year_group_3,16117.3764177262,16389.7738520322,16044.3802911994
TLE3,2025,year_group_3,15514.4010393212,15810.1595165867,15383.7541276214
TLE3,2026,year_group_3,15007.2145876862,15302.9750284506,14869.2053950223
TLE3,2027,year_group_3,14825.8055548303,15121.2217800144,14676.9216173062
TLE3,2028,year_group_3,14099.4039376591,14393.0016138736,13946.1632274317
TLE3,2029,year_group_3,14659.2713557703,14974.3348792554,14486.1437822558
TLE3,2030,year_group_3,14308.9142014782,14729.5037001761,14009.0944224103
TLE3,2031,year_group_3,14116.9851450351,14551.7627708979,13792.4061775841
TLE3,2032,year_group_3,13927.630481183,14382.4448904885,13575.5858420255
TLE3,2023,year_group_4,16149.5172917638,16376.8637154952,16106.8790856099
TLE3,2024,year_group_4,16282.3300131762,16597.4296516635,16225.5092830067
TLE3,2025,year_group_4,16150.8965720983,16510.7265088601,16071.9413686531
TLE3,2026,year_group_4,15546.6671541248,15925.4388941947,15418.7578990316
TLE3,2027,year_group_4,15038.4258801842,15410.0547151994,14899.3363062002
TLE3,2028,year_group_4,14856.6395614333,15230.2191271858,14708.9400047834
TLE3,2029,year_group_4,14128.7272086615,14493.07659332,13974.3348440455
TLE3,2030,year_group_4,14689.7590124516,15075.4913604079,14517.4953191689
TLE3,2031,year_group_4,14338.6732019817,14798.8569580857,14046.837497241
TLE3,2032,year_group_4,14146.344980598,14622.4843152047,13826.4402177623
TLE3,2023,year_group_5,15951.7794209287,16102.7360612756,15917.4492031021
TLE3,2024,year_group_5,16161.4515428287,16420.5439807703,16110.6664988753
TLE3,2025,year_group_5,16294.3624108503,16635.6773226657,16232.6881696864
TLE3,2026,year_group_5,16162.8318424307,16537.5536060925,16080.1949420721
TLE3,2027,year_group_5,15558.1559079797,15953.8690013167,15425.4320723965
TLE3,2028,year_group_5,15049.5390513604,15441.5052501668,14911.7814656793
TLE3,2029,year_group_5,14867.6183952464,15254.5601216021,14719.3278654101
TLE3,2030,year_group_5,14139.1681261632,14511.0901533621,13991.0462732136
TLE3,2031,year_group_5,14700.6145240418,15094.0899421681,14538.0232970748
TLE3,2032,year_group_5,14349.2692664237,14825.8729852769,14066.1460100306
TLE3,2023,year_group_6,16498.542963813,16629.0955999064,16468.1022395096
TLE3,2024,year_group_6,15947.4712552542,16140.2607914371,15902.1516593988
TLE3,2025,year_group_6,16157.0867501026,16440.1808661082,16103.0123112574
TLE3,2026,year_group_6,16289.9617223144,16659.9933086127,16227.5168657922
TLE3,2027,year_group_6,16158.4666769211,16555.0341234756,16076.4355547087
TLE3,2028,year_group_6,15553.9540499003,15977.0547148082,15423.3658639893
TLE3,2029,year_group_6,15045.4745576229,15457.5364683317,14910.6457695695
TLE3,2030,year_group_6,14863.603033603,15277.7871572433,14720.6480106552
TLE3,2031,year_group_6,14135.3495002169,14537.7499952784,13991.4900121685
TLE3,2032,year_group_6,14696.6442658522,15120.6564064173,14537.0287828784
TLE3,2023,year_group_7,16363.3341439225,16417.5863679613,16303.3439784065
TLE3,2024,year_group_7,16070.6691710658,16207.7132993635,15999.9500683924
TLE3,2025,year_group_7,15533.8889755536,15717.5310807503,15460.5535450026
TLE3,2026,year_group_7,15738.0682947956,16006.6116419447,15660.4776336453
TLE3,2027,year_group_7,15867.4972828107,16237.4084887175,15787.0396443445
TLE3,2028,year_group_7,15739.4124345435,16133.2678043843,15641.2269592524
TLE3,2029,year_group_7,15150.5772592259,15560.1808928549,15017.3948508471
TLE3,2030,year_group_7,14655.2846919619,15056.7516545996,14518.753640915
TLE3,2031,year_group_7,14478.1298304343,14882.0790219424,14332.3409975797
TLE3,2032,year_group_7,13768.7628497635,14162.4986452777,13619.6958316605
TLE3,2023,year_group_8,16093.7817703239,16140.7757068864,16048.5436405512
TLE3,2024,year_group_8,16343.8173367578,16417.4494422659,16257.1688268194
TLE3,2025,year_group_8,16051.5014300381,16188.6387302221,15968.0651643857
TLE3,2026,year_group_8,15515.3614607459,15699.8730931043,15430.661891951
TLE3,2027,year_group_8,15719.2972520879,15989.2964741718,15632.196101832
TLE3,2028,year_group_8,15848.5718681042,16207.4506465426,15760.7252263952
TLE3,2029,year_group_8,15720.6397886591,16116.5148430726,15620.1562451327
TLE3,2030,year_group_8,15132.5069263584,15558.4551717661,14994.134096879
TLE3,2031,year_group_8,14637.8051023647,15055.8499643283,14491.5247574935
TLE3,2032,year_group_8,14460.8615362394,14879.5997057883,14309.6524300174
TLE3,2023,year_group_9,15875.6773197477,15930.0861926866,15785.1219373238
TLE3,2024,year_group_9,16147.3605662706,16206.4161222203,16033.6503958278
TLE3,2025,year_group_9,16398.2285414437,16471.1611690435,16252.0642999384
TLE3,2026,year_group_9,16104.9394679109,16214.1793701077,15965.031861414
TLE3,2027,year_group_9,15567.0146021646,15714.1335759424,15424.7585903764
TLE3,2028,year_group_9,15771.6293286573,16007.6816939916,15627.2167210728
TLE3,2029,year_group_9,15901.3343207263,16213.275096851,15753.8973219579
TLE3,2030,year_group_9,15772.9763347493,16148.4010531284,15619.5030034211
TLE3,2031,year_group_9,15182.8854832656,15555.0904220562,14990.9094217293
TLE3,2032,year_group_9,14686.536717089,15058.3392966226,14494.6435905542
TLE4,2023,year_group_10,28777.9691162636,28881.8989110392,28683.54715049
TLE4,2024,year_group_10,29623.0457237415,29759.1692646715,29528.444780308
TLE4,2025,year_group_10,29662.6825600188,29799.7808885506,29530.1514082734
TLE4,2026,year_group_10,29822.2159414744,29971.9312112082,29681.6050386377
TLE4,2027,year_group_10,29325.1283062066,29503.0080584866,29182.3870757015
TLE4,2028,year_group_10,28952.952997397,29211.6156834031,28805.4767850691
TLE4,2029,year_group_10,28829.5722554373,29172.6010362404,28675.3389785491
TLE4,2030,year_group_10,29005.8290482357,29442.0955324338,28842.4843226715
TLE4,2031,year_group_10,28480.6691960831,28950.4245123639,28318.5454343527
TLE4,2032,year_group_10,27387.7953632336,27864.6289988173,27190.8841724937
TLE4,2023,year_group_11,28417.0533782788,28521.4537435278,28273.2683890914
TLE4,2024,year_group_11,28704.285170071,28841.312927442,28500.4012800669
TLE4,2025,year_group_11,29547.1980189104,29704.3167003431,29339.4965169018
TLE4,2026,year_group_11,29586.7333678832,29730.5910965273,29347.4534111834
TLE4,2027,year_group_11,29745.8582754453,29903.9275505267,29496.0824171862
TLE4,2028,year_group_11,29250.0433977658,29437.9796650985,28999.6840953959
TLE4,2029,year_group_11,28878.8210174036,29121.3525389901,28619.7052091963
TLE4,2030,year_group_11,28755.7561830716,29037.4955132744,28494.7029302302
TLE4,2031,year_group_11,28931.5616828692,29306.6442711936,28670.0612292085
TLE4,2032,year_group_11,28407.7464652227,28846.854524468,28144.4099239727
TLE4,2023,year_group_2,29309.5561616016,29462.4479611375,29248.5535048212
TLE4,2024,year_group_2,28184.8758824651,28384.8669295962,28027.0735082202
TLE4,2025,year_group_2,27449.5703864019,27658.0978506829,27285.065530812
TLE4,2026,year_group_2,26736.2084238535,26953.8168608145,26562.1530421343
TLE4,2027,year_group_2,25414.3591196505,25633.6568167265,25235.6776520175
TLE4,2028,year_group_2,25763.2221505933,25997.9647300708,25566.0461692535
TLE4,2029,year_group_2,25520.4708049885,26236.8981670568,24568.4801186291
TLE4,2030,year_group_2,25106.1070174594,25882.2251926002,24089.4438234075
TLE4,2031,year_group_2,24698.4710583363,25541.6130828479,23610.1366971375
TLE4,2032,year_group_2,24297.4536910584,25194.4720564225,23150.2023538066
TLE4,2023,year_group_3,29909.749555279,30237.1767440951,29836.6777606976
TLE4,2024,year_group_3,29368.2239319896,29753.4146767838,29272.560748047
TLE4,2025,year_group_3,28241.2924251643,28630.5337627192,28066.2489302555
TLE4,2026,year_group_3,27504.5150973964,27888.8654390592,27320.7551180999
TLE4,2027,year_group_3,26789.7252266398,27169.25024039,26595.9715768398
TLE4,2028,year_group_3,25465.2300293691,25834.4114048533,25269.5104694738
TLE4,2029,year_group_3,25814.7913655364,26192.8264994336,25600.8240928877
TLE4,2030,year_group_3,25571.5541142384,26359.9590304168,24668.1845138291
TLE4,2031,year_group_3,25156.3609112309,26004.1374691209,24198.5062283604
TLE4,2032,year_group_3,24747.9090034555,25660.0732112292,23719.0905607282
TLE4,2023,year_group_4,29784.5323543395,29952.1320698398,29728.9380524702
TLE4,2024,year_group_4,29966.6275342909,30330.893652478,29881.5911599267
TLE4,2025,year_group_4,29424.0721169211,29826.1801050994,29318.4050229409
TLE4,2026,year_group_4,28294.997576886,28713.483967585,28108.7683700416
TLE4,2027,year_group_4,27556.8191539567,27971.5911764658,27362.1766241848
TLE4,2028,year_group_4,26840.6700005624,27256.3100261984,26638.0301486116
TLE4,2029,year_group_4,25513.6560724045,25912.7492583421,25310.931100777
TLE4,2030,year_group_4,25863.8821530995,26273.5790087315,25644.1380087903
TLE4,2031,year_group_4,25620.1823488387,26429.5927531054,24751.3389542988
TLE4,2032,year_group_4,25204.1995922362,26089.0167951307,24282.3899858979
TLE4,2023,year_group_5,29937.1730490012,30094.6169635113,29873.1946585307
TLE4,2024,year_group_5,29809.5981303637,30094.7856379547,29722.1069189767
TLE4,2025,year_group_5,29991.8465561992,30400.2476313111,29883.5831031371
TLE4,2026,year_group_5,29448.834540337,29883.9650314064,29323.4771926307
TLE4,2027,year_group_5,28318.8098047709,28781.9437230288,28127.1423756037
TLE4,2028,year_group_5,27580.0101528494,28041.564346902,27383.6471738701
TLE4,2029,year_group_5,26863.2583096407,27315.5050893505,26658.2200994872
TLE4,2030,year_group_5,25535.1276060536,25964.9882595232,25328.5934878566
TLE4,2031,year_group_5,25885.6484265952,26330.2545844318,25663.8770994655
TLE4,2032,year_group_5,25641.7435318317,26480.5603313632,24770.567084777
TLE4,2023,year_group_6,30357.4141789428,30418.9641728378,30310.8289764832
TLE4,2024,year_group_6,29972.1377743953,30178.4001939757,29893.1550581566
TLE4,2025,year_group_6,29844.4138563185,30154.9616372653,29751.1442472682
TLE4,2026,year_group_6,30026.875136793,30430.51896807,29914.8181438155
TLE4,2027,year_group_6,29483.2289172273,29948.0469874667,29361.0364176653
TLE4,2028,year_group_6,28351.884384214,28829.7307299474,28171.709841665
TLE4,2029,year_group_6,27612.2218610084,28084.6148006638,27424.4978603164
TLE4,2030,year_group_6,26894.6328969622,27355.0129104869,26699.1039803791
TLE4,2031,year_group_6,25564.9510206822,26012.1522042377,25365.2077899883
TLE4,2032,year_group_6,25915.8812273811,26382.9596890735,25699.7900278964
TLE4,2023,year_group_7,29879.8416490912,29927.789632111,29835.7712417562
TLE4,2024,year_group_7,29381.7934873895,29473.4225220754,29318.9926367373
TLE4,2025,year_group_7,29008.8990212386,29220.5349943624,28920.656053214
TLE4,2026,year_group_7,28885.2798696793,29188.5877554907,28789.578917624
TLE4,2027,year_group_7,29061.8772448954,29470.6881012357,28949.821478953
TLE4,2028,year_group_7,28535.7026221385,28989.7313333826,28411.0486270544
TLE4,2029,year_group_7,27440.7170203957,27896.4115729338,27249.8598960912
TLE4,2030,year_group_7,26724.8256279641,27177.3139850442,26526.2401761373
TLE4,2031,year_group_7,26030.2983989269,26484.8489881574,25827.9265674146
TLE4,2032,year_group_7,24743.3495810041,25188.3287965349,24538.0824512532
TLE4,2023,year_group_8,29769.7799454354,29811.5591536199,29665.7513629813
TLE4,2024,year_group_8,29929.8893236172,29994.8202080531,29820.2844620227
TLE4,2025,year_group_8,29431.006948917,29534.9345273574,29314.2697693204
TLE4,2026,year_group_8,29057.4878977668,29266.0724774383,28930.7445127204
TLE4,2027,year_group_8,28933.6616885151,29236.1487936573,28797.5256864257
TLE4,2028,year_group_8,29110.5548580684,29508.63817749,28965.0667552752
TLE4,2029,year_group_8,28583.4989114888,29037.428423054,28428.8718284856
TLE4,2030,year_group_8,27486.6792477169,27945.6473260641,27284.0759960838
TLE4,2031,year_group_8,26769.5887626051,27225.4315782702,26561.584450384
TLE4,2032,year_group_8,26073.8982251034,26522.2001633514,25857.3316458975
TLE4,2023,year_group_9,29723.9553237043,29781.4405760653,29684.1383041072
TLE4,2024,year_group_9,29763.7271811177,29834.4733614919,29659.2187722904
TLE4,2025,year_group_9,29923.8040060078,30012.7547914291,29816.9269288119
TLE4,2026,year_group_9,29425.0230636138,29547.3868811076,29310.4545023461
TLE4,2027,year_group_9,29051.5799560141,29270.8437007281,28926.1362779344
TLE4,2028,year_group_9,28927.7789229935,29240.7258869701,28790.1085179119
TLE4,2029,year_group_9,29104.63612679,29517.5285763278,28953.8920380375
TLE4,2030,year_group_9,28577.6873407415,29047.9946196537,28429.1520369933
TLE4,2031,year_group_9,27481.0906813362,27947.5166271422,27280.8158797499
TLE4,2032,year_group_9,26764.1459944033,27214.508800884,26561.0049577573
TLF1,2023,year_group_10,24326.841636445,24398.9754500934,24259.8613956741
TLF1,2024,year_group_10,25031.126735897,25097.1114591764,24912.6016097476
TLF1,2025,year_group_10,25599.4466463003,25714.5036898313,25475.5891949283
TLF1,2026,year_group_10,25918.0394430985,26058.858013244,25778.2045604465
TLF1,2027,year_group_10,25401.012197487,25489.6061027571,24951.154564714
TLF1,2028,year_group_10,24909.1361660573,25086.2645584298,24461.2314090268
TLF1,2029,year_group_10,25385.2636213012,25420.6117322828,24618.0414463089
TLF1,2030,year_group_10,25506.0035964197,25626.9383096162,24722.8696690828
TLF1,2031,year_group_10,24823.218518407,25023.8864132092,24067.7649206445
TLF1,2032,year_group_10,23832.9666569479,24031.6987275322,23099.3350279898
TLF1,2023,year_group_11,24122.2386816158,24246.736563381,23986.4014976876
TLF1,2024,year_group_11,24214.652154997,24333.1940376387,24043.6508732645
TLF1,2025,year_group_11,24915.6892627335,25022.3631305014,24701.1005755247
TLF1,2026,year_group_11,25481.3882198294,25634.2632594602,25261.6340489266
TLF1,2027,year_group_11,25798.5117440768,25964.8536648837,25569.2657331958
TLF1,2028,year_group_11,25283.8689024683,25370.3683552461,24759.5412609353
TLF1,2029,year_group_11,24794.2612837543,24958.8067134357,24275.8315485795
TLF1,2030,year_group_11,25268.1929548885,25269.6226718923,24438.3226604428
TLF1,2031,year_group_11,25388.3761065853,25487.7532962936,24550.0338567789
TLF1,2032,year_group_11,24708.7398674143,24886.1203014537,23890.8466779507
TLF1,2023,year_group_2,24470.9056072758,24811.2048374922,24403.0938971852
TLF1,2024,year_group_2,23494.7082696411,23841.1409858783,23406.8715840745
TLF1,2025,year_group_2,23026.5416084273,23364.7583216741,22936.6813401043
TLF1,2026,year_group_2,22223.4074647146,22553.2314635943,22132.9062544544
TLF1,2027,year_group_2,21768.6091691444,22092.7709940595,21674.9403517983
TLF1,2028,year_group_2,22230.548181455,22563.0930317258,22128.3810535944
TLF1,2029,year_group_2,21582.836948248,22133.6782433255,21279.9266803421
TLF1,2030,year_group_2,21238.2737616649,21825.3758692033,20905.1295160288
TLF1,2031,year_group_2,20899.2114177113,21529.3687373405,20533.2010910698
TLF1,2032,year_group_2,20565.5620971688,21239.2195583928,20171.5649919678
TLF1,2023,year_group_3,25230.4354945621,25553.1426496704,25162.0418530936
TLF1,2024,year_group_3,24555.0272596998,24996.8873355661,24460.7666965247
TLF1,2025,year_group_3,23575.4741274553,24001.7861715848,23471.8571933101
TLF1,2026,year_group_3,23105.6980875866,23530.8768783505,23001.3203411881
TLF1,2027,year_group_3,22299.8030746044,22717.7626541676,22194.5261247948
TLF1,2028,year_group_3,21843.4413557283,22256.6060074042,21736.0782968225
TLF1,2029,year_group_3,22306.968338409,22729.8078740349,22192.4753744254
TLF1,2030,year_group_3,21657.0305206977,22280.7204652122,21370.7135928493
TLF1,2031,year_group_3,21311.2828571245,21965.8546829161,20990.2353847224
TLF1,2032,year_group_3,20971.0549459824,21663.4794846289,20619.0127633526
TLF1,2023,year_group_4,25547.1640692992,25598.8174620123,25179.2609458375
TLF1,2024,year_group_4,25668.6740918103,25853.1163948193,25268.6517377735
TLF1,2025,year_group_4,24981.5343924839,25296.2336251881,24571.4227475737
TLF1,2026,year_group_4,23984.9669684847,24302.4842918558,23581.9641084228
TLF1,2027,year_group_4,23507.0311807282,23817.1708260415,23110.2177263075
TLF1,2028,year_group_4,22687.1382206994,22982.6501426504,22299.6760695766
TLF1,2029,year_group_4,22222.849753212,22510.8896149516,21840.1952826176
TLF1,2030,year_group_4,22694.4279411412,22990.9082360035,22300.5128893977
TLF1,2031,year_group_4,22033.2010659108,22504.5851215575,21493.395243154
TLF1,2032,year_group_4,21681.4479581937,22170.5109280227,21114.1582267499
TLF1,2023,year_group_5,25149.3799202972,25402.746597808,25105.2848973152
TLF1,2024,year_group_5,25630.0995318722,25795.2263218885,25248.0910928918
TLF1,2025,year_group_5,25752.0040204734,25998.7661382782,25339.16029176
TLF1,2026,year_group_5,25062.6336137127,25420.2907900375,24655.5689969084
TLF1,2027,year_group_5,24062.8309664194,24413.7606183387,23659.0424635773
TLF1,2028,year_group_5,23583.3436238394,23931.6016212807,23189.1105554107
TLF1,2029,year_group_5,22760.7889906121,23100.7690162133,22379.6307488204
TLF1,2030,year_group_5,22294.9932725072,22630.4808923417,21915.5479488889
TLF1,2031,year_group_5,22768.1023761596,23117.5895758327,22375.2906033535
TLF1,2032,year_group_5,22104.7289160239,22597.5782556083,21589.5133552015
TLF1,2023,year_group_6,26022.3261619917,26106.3872329383,25649.2853503935
TLF1,2024,year_group_6,25518.418742019,25686.2808704133,25135.9637350831
TLF1,2025,year_group_6,26006.1923724046,26018.0286881365,25300.1049422242
TLF1,2026,year_group_6,26129.8856720612,26250.1554655752,25395.7683965561
TLF1,2027,year_group_6,25430.3995310976,25653.0897051131,24710.4993017825
TLF1,2028,year_group_6,24415.9259061467,24622.4491725202,23714.9799094867
TLF1,2029,year_group_6,23929.4026269156,24130.2833445772,23240.7714335033
TLF1,2030,year_group_6,23094.7779309825,23288.460171817,22428.8061297862
TLF1,2031,year_group_6,22622.1471853932,22813.1673182409,21967.7494413024
TLF1,2032,year_group_6,23102.198632225,23299.4474559059,22432.5210053949
TLF1,2023,year_group_7,25970.234393758,26020.5977417696,25926.463283163
TLF1,2024,year_group_7,25452.1659346846,25548.4989232647,25076.0773038999
TLF1,2025,year_group_7,24959.2993404753,25133.774827939,24577.2750165381
TLF1,2026,year_group_7,25436.3856432852,25473.4999693128,24738.7212504514
TLF1,2027,year_group_7,25557.368770169,25680.8336117193,24834.461261213
TLF1,2028,year_group_7,24873.2086678788,25090.9262602162,24161.5025184194
TLF1,2029,year_group_7,23880.9625912646,24099.1770168972,23192.3487301106
TLF1,2030,year_group_7,23405.0992438839,23618.5728851691,22730.2232172986
TLF1,2031,year_group_7,22588.7615298059,22793.1480981208,21931.8345178263
TLF1,2032,year_group_7,22126.4863247497,22325.2013059016,21481.8565727597
TLF1,2023,year_group_8,25669.883645336,25790.2081016436,25634.9189104853
TLF1,2024,year_group_8,25989.3530517279,26128.9268320766,25931.3858938356
TLF1,2025,year_group_8,25470.9032031944,25596.7607693439,25086.7850904717
TLF1,2026,year_group_8,24977.6737725279,25197.6340905307,24593.8691273547
TLF1,2027,year_group_8,25455.1112947264,25514.3963049484,24752.3392398319
TLF1,2028,year_group_8,25576.1834864599,25733.9404094344,24852.8290765281
TLF1,2029,year_group_8,24891.519722062,25116.0389645194,24177.7133028948
TLF1,2030,year_group_8,23898.5431779028,24121.0549532386,23205.8077846441
TLF1,2031,year_group_8,23422.3295114437,23641.4066577505,22739.7502887958
TLF1,2032,year_group_8,22605.3908292994,22815.2141429504,21949.2060902101
TLF1,2023,year_group_9,25074.5056239949,25113.3352549785,24996.2706136369
TLF1,2024,year_group_9,25643.8104315647,25757.548355302,25557.8646809042
TLF1,2025,year_group_9,25962.9553489857,26094.1778247952,25860.432162088
TLF1,2026,year_group_9,25445.032096284,25569.6940481521,25020.7804836816
TLF1,2027,year_group_9,24952.3036447634,25148.3778557233,24536.8279316976
TLF1,2028,year_group_9,25429.25622785,25472.9310241498,24689.2130597222
TLF1,2029,year_group_9,25550.2054450823,25686.5757786868,24793.3514393663
TLF1,2030,year_group_9,24866.2371020169,25077.3760934405,24128.132099396
TLF1,2031,year_group_9,23874.2691362394,24079.6683548066,23158.8274390461
TLF1,2032,year_group_9,23398.5391658071,23599.9978382972,22698.6949658289
TLF2,2023,year_group_10,21928.1785165733,21983.2594859599,21838.3604350702
TLF2,2024,year_group_10,22358.1730301998,22426.8694538962,22256.5693898127
TLF2,2025,year_group_10,22930.3572410576,22961.5701574989,22775.4536975291
TLF2,2026,year_group_10,23089.5397253329,23148.5443488188,22907.5828861752
TLF2,2027,year_group_10,22801.5145577616,22871.928978174,22615.350913687
TLF2,2028,year_group_10,22483.4321157418,22584.0640639209,22297.5592732583
TLF2,2029,year_group_10,22811.8777652074,22998.5088831981,22618.4472581619
TLF2,2030,year_group_10,22735.147211227,22955.3226562412,22535.7862335062
TLF2,2031,year_group_10,22164.2160685831,22427.765914115,21966.4144934245
TLF2,2032,year_group_10,22180.1560685059,22663.422251337,21745.9061335967
TLF2,2023,year_group_11,21937.6794728207,22017.3428980542,21837.8025333203
