itl22cd,year,nc_year,pupil_number,upper_pi,lower_pi
TLJ1,2023,year_group_9,29433.3311000211,29489.2617430821,29393.1814013509
TLJ1,2024,year_group_9,30241.1659117201,30497.7103018383,30176.6483075438
TLJ1,2025,year_group_9,30465.105856231,30753.3576962578,30345.0369326053
TLJ1,2026,year_group_9,30492.7418739761,30787.5007201327,29897.281691033
TLJ1,2027,year_group_9,30149.981498733,30373.2659939691,29143.8176795862
TLJ1,2028,year_group_9,30880.4087220926,31011.4590690136,29486.1111914638
TLJ1,2029,year_group_9,31587.7681493526,31572.9223870112,29773.8339349336
TLJ1,2030,year_group_9,31340.9423226545,31134.262477841,29232.30285454
TLJ1,2031,year_group_9,30234.1893878848,30094.3138615756,28213.1968764177
TLJ1,2032,year_group_9,29293.2668234156,29144.7819308601,27324.6603060467
TLJ2,2023,year_group_10,28635.8103488619,28673.7641288297,28489.1058548044
TLJ2,2024,year_group_10,29148.1280781842,29201.6690898165,28975.8198743565
TLJ2,2025,year_group_10,30062.6238985015,30045.063067669,29763.46271151
TLJ2,2026,year_group_10,30373.6697776228,30430.6795853232,30014.6689246658
TLJ2,2027,year_group_10,29205.6447194324,29272.9993520265,28855.2393810571
TLJ2,2028,year_group_10,28956.5682496702,29066.9257970927,28613.595452404
TLJ2,2029,year_group_10,29317.6976580974,29361.0990477662,28653.8888570679
TLJ2,2030,year_group_10,29225.1259148066,29385.7521505496,28566.0822335157
TLJ2,2031,year_group_10,28420.8998782641,28618.5339195647,27784.3249812197
TLJ2,2032,year_group_10,27598.3013305394,27847.7849393565,26941.3193975499
TLJ2,2023,year_group_11,28468.1741905167,28568.886696311,28424.3119930775
TLJ2,2024,year_group_11,28393.6204624708,28479.7643795317,28240.9375555232
TLJ2,2025,year_group_11,28901.605219506,28997.3366873764,28721.4782664543
TLJ2,2026,year_group_11,29808.3666109341,29820.0008081475,29506.7174184684
TLJ2,2027,year_group_11,30116.7817921562,30204.745008318,29760.6091035061
TLJ2,2028,year_group_11,28958.6354086986,29052.702562497,28616.8921760555
TLJ2,2029,year_group_11,28711.6655251017,28847.2623396036,28368.4783133146
TLJ2,2030,year_group_11,29069.7406497726,29132.107380377,28413.3717320933
TLJ2,2031,year_group_11,28977.9518401483,29156.150492021,28323.7892964156
TLJ2,2032,year_group_11,28180.5276160933,28390.736742884,27551.9260260144
TLJ2,2023,year_group_2,29209.4600800692,29430.5637822457,29165.7967149034
TLJ2,2024,year_group_2,28364.0378891954,28612.0391101322,28185.7895697772
TLJ2,2025,year_group_2,27598.415213631,27858.5904984128,27404.3467792172
TLJ2,2026,year_group_2,26781.2738179856,27047.1989881578,26575.2878446966
TLJ2,2027,year_group_2,26201.9278014081,26486.5090889602,25985.2561359992
TLJ2,2028,year_group_2,26781.0270579906,27090.4412888695,26537.8618577734
TLJ2,2029,year_group_2,25946.4767411839,26467.9586959795,25523.4275107624
TLJ2,2030,year_group_2,25520.4064900478,26071.9024686853,25061.8448405758
TLJ2,2031,year_group_2,25101.3327903399,25684.6607046012,24609.7016391175
TLJ2,2032,year_group_2,24689.1407508382,25302.4871980878,24152.8626638998
TLJ2,2023,year_group_3,29778.6748684846,30132.6544289336,29717.3859764706
TLJ2,2024,year_group_3,28959.2161009576,29363.1702187097,28892.0539087886
TLJ2,2025,year_group_3,28121.036831127,28535.6490839291,27949.2801234987
TLJ2,2026,year_group_3,27361.9734163057,27770.4475464331,27178.0553305281
TLJ2,2027,year_group_3,26551.8326538039,26955.2291935094,26357.5893855975
TLJ2,2028,year_group_3,25977.450024159,26366.2517364599,25766.2315208763
TLJ2,2029,year_group_3,26551.5880078569,26965.938885993,26318.8958086346
TLJ2,2030,year_group_3,25724.1874703161,26344.7495820396,25310.0526112066
TLJ2,2031,year_group_3,25301.7674583399,25959.3270434585,24850.862944293
TLJ2,2032,year_group_3,24886.2840567706,25564.9616837705,24405.609722889
TLJ2,2023,year_group_4,30194.9350392168,30286.5858076377,29779.9551406157
TLJ2,2024,year_group_4,30099.5933855941,30387.0379601521,29674.2570544885
TLJ2,2025,year_group_4,29271.3034832476,29570.4872115694,28851.5550506741
TLJ2,2026,year_group_4,28424.0913316809,28735.5038284018,27937.1962358801
TLJ2,2027,year_group_4,27656.8476500562,27973.1472541466,27167.5299915338
TLJ2,2028,year_group_4,26837.9761709157,27157.1228632671,26353.5427221474
TLJ2,2029,year_group_4,26257.4035404541,26579.391934489,25770.7585652494
TLJ2,2030,year_group_4,26837.7288884708,27177.8058511377,26324.4918333601
TLJ2,2031,year_group_4,26001.4116293251,26458.0678475327,25332.1191662212
TLJ2,2032,year_group_4,25574.4392857076,26063.2515141371,24893.1346424603
TLJ2,2023,year_group_5,29740.1830899895,29845.8047342159,29692.2195137418
TLJ2,2024,year_group_5,30111.0852850702,30219.1522098688,29684.177209149
TLJ2,2025,year_group_5,30016.0083902292,30311.0963426014,29581.1596833926
TLJ2,2026,year_group_5,29190.0186055874,29489.9406435095,28769.3268292956
TLJ2,2027,year_group_5,28345.159117821,28675.3374492525,27862.0484523846
TLJ2,2028,year_group_5,27580.0460317412,27914.352102702,27094.4547354842
TLJ2,2029,year_group_5,26763.4485158371,27096.6297571997,26275.5878357866
TLJ2,2030,year_group_5,26184.488105182,26522.3268665126,25689.7995561712
TLJ2,2031,year_group_5,26763.2019200826,27113.0708154116,26243.4368250873
TLJ2,2032,year_group_5,25929.2070701912,26405.0224871448,25266.1946589419
TLJ2,2023,year_group_6,29928.0823999094,29985.0004153779,29878.1555567627
TLJ2,2024,year_group_6,29672.8447161488,29840.1241914622,29604.3744615648
TLJ2,2025,year_group_6,30042.9071063569,30165.5252103369,29605.1377211028
TLJ2,2026,year_group_6,29948.0454867033,30257.7683581738,29511.1290499389
TLJ2,2027,year_group_6,29123.9259262205,29450.6699388785,28699.2222379531
TLJ2,2028,year_group_6,28280.979387808,28625.7361003747,27798.7616000277
TLJ2,2029,year_group_6,27517.5986875332,27864.571170576,27034.8999931421
TLJ2,2030,year_group_6,26702.8501296075,27050.3168080808,26219.9340142829
TLJ2,2031,year_group_6,26125.200613793,26478.4178792091,25637.2442306858
TLJ2,2032,year_group_6,26702.6040922005,27059.4737366142,26187.9802251551
TLJ2,2023,year_group_7,30290.1910028726,30457.035365864,30164.1010155691
TLJ2,2024,year_group_7,29125.3761363202,29310.7731195173,28996.1499831405
TLJ2,2025,year_group_7,28876.9842265294,29104.6002178808,28742.1137193862
TLJ2,2026,year_group_7,29237.1211094975,29444.0699317646,28763.2700843763
TLJ2,2027,year_group_7,29144.8037897176,29495.9052546693,28666.3153049087
TLJ2,2028,year_group_7,28342.7880822082,28722.5536903099,27889.9497499838
TLJ2,2029,year_group_7,27522.4503583938,27902.0440046431,27032.9488023111
TLJ2,2030,year_group_7,26779.5444236394,27152.2639595666,26288.9008690197
TLJ2,2031,year_group_7,25986.6483774102,26359.5900422464,25501.8019641954
TLJ2,2032,year_group_7,25424.4920989608,25798.7687860275,24938.5568290477
TLJ2,2023,year_group_8,30072.8055428221,30069.5562093436,29903.7083806775
TLJ2,2024,year_group_8,30383.9567673224,30479.6553437091,30137.1808594949
TLJ2,2025,year_group_8,29215.536121051,29322.4699981112,28973.3282304268
TLJ2,2026,year_group_8,28966.3752937811,29125.8486437377,28719.4608243015
TLJ2,2027,year_group_8,29327.6270099352,29432.4183446772,28751.9626625796
TLJ2,2028,year_group_8,29235.023914339,29471.2618634402,28657.5882186618
TLJ2,2029,year_group_8,28430.5255015899,28696.4030025092,27880.9306047857
TLJ2,2030,year_group_8,27607.6483552352,27896.3987040257,27016.7721678364
TLJ2,2031,year_group_8,26862.4426943787,27147.7960074763,26274.8629351799
TLJ2,2032,year_group_8,26067.0921735674,26355.3194766182,25483.2808935222
TLJ2,2023,year_group_9,29080.122438328,29139.8485837742,29015.9138635258
TLJ2,2024,year_group_9,29992.4846439844,29998.0973245264,29801.8251692571
TLJ2,2025,year_group_9,30302.8048204473,30404.7918095107,30042.218308418
TLJ2,2026,year_group_9,29137.5048872199,29262.6241973019,28883.77631228
TLJ2,2027,year_group_9,28889.0095389847,29049.6881519619,28632.8747309299
TLJ2,2028,year_group_9,29249.2963946269,29363.6622691924,28673.9344740617
TLJ2,2029,year_group_9,29156.9406309221,29392.8283472259,28584.8727221234
TLJ2,2030,year_group_9,28354.5909380698,28633.9503606964,27808.4955786649
TLJ2,2031,year_group_9,27533.911599031,27832.4068690251,26952.6159552823
TLJ2,2032,year_group_9,26790.6962941595,27090.1281305729,26208.4506474898
TLJ3,2023,year_group_10,19938.847191509,20026.2328393565,19911.6137762324
TLJ3,2024,year_group_10,20441.474595434,20564.3660795709,20401.111129555
TLJ3,2025,year_group_10,21042.4477001925,21173.5255432432,20994.3811724903
TLJ3,2026,year_group_10,21282.8038444296,21428.0571045787,21170.8850832186
TLJ3,2027,year_group_10,20751.2877426062,20983.5139139152,20642.9428663927
TLJ3,2028,year_group_10,20739.2720595941,20891.4117791304,20452.0548082892
TLJ3,2029,year_group_10,20780.6963207107,21027.1086835919,20494.2424922742
TLJ3,2030,year_group_10,20708.8913934436,20875.057115867,20231.4999300958
TLJ3,2031,year_group_10,20206.1500290973,20325.0707812841,19629.1470754829
TLJ3,2032,year_group_10,19331.2619486593,19468.9333206084,18753.4240467185
TLJ3,2023,year_group_11,19939.2567397413,20027.4036266691,19806.9457726064
TLJ3,2024,year_group_11,19887.2389198124,19994.0696066471,19745.8093204152
TLJ3,2025,year_group_11,20388.5653592746,20515.3151951481,20235.9343213288
TLJ3,2026,year_group_11,20987.9829486628,21120.4495378888,20829.8700138299
TLJ3,2027,year_group_11,21227.7169724194,21373.8787126033,21012.9930157511
TLJ3,2028,year_group_11,20697.5766084775,20905.3702559713,20487.2078415215
TLJ3,2029,year_group_11,20685.5920259913,20811.8468793724,20307.8886171175
TLJ3,2030,year_group_11,20726.9090675428,20921.1087428736,20362.923442391
TLJ3,2031,year_group_11,20655.2899949624,20794.8085517302,20084.2733646804
TLJ3,2032,year_group_11,20153.8498900457,20229.7607347599,19494.0671886229
TLJ3,2023,year_group_2,21070.7469360964,21179.7425456068,20905.1495261141
TLJ3,2024,year_group_2,20158.4234447945,20298.7436635624,19927.1455826702
TLJ3,2025,year_group_2,19811.7014854531,19957.9605920348,19571.1739818177
TLJ3,2026,year_group_2,19454.3539713473,19605.9242058574,19204.3545270703
TLJ3,2027,year_group_2,18963.9163221887,19120.0966602472,18703.4490639068
TLJ3,2028,year_group_2,19123.5156717514,19289.6999212776,18846.0177157371
TLJ3,2029,year_group_2,18586.3975170569,18915.6323986153,18186.4250938932
TLJ3,2030,year_group_2,18261.0968689897,18606.8997895514,17831.9421087873
TLJ3,2031,year_group_2,17941.4896594459,18316.0715674648,17480.4028384563
TLJ3,2032,year_group_2,17627.4762413991,18025.2604569264,17134.0262623647
TLJ3,2023,year_group_3,21722.6799154171,21813.5030691431,21452.187500533
TLJ3,2024,year_group_3,21195.3272179476,21282.8902773437,20796.5290490336
TLJ3,2025,year_group_3,20277.6096360598,20404.6953798236,19845.8066727815
TLJ3,2026,year_group_3,19928.8376915161,20060.0848848563,19493.6776990453
TLJ3,2027,year_group_3,19569.3773688725,19706.5597098883,19130.6682050345
TLJ3,2028,year_group_3,19076.0400189701,19214.5689792106,18635.4321063577
TLJ3,2029,year_group_3,19236.5829958286,19380.7644130894,18781.2936716577
TLJ3,2030,year_group_3,18696.2891430299,18950.5522024596,18134.3086189144
TLJ3,2031,year_group_3,18369.0651627455,18647.460156227,17776.0900550845
TLJ3,2032,year_group_3,18047.5682833021,18340.5116390221,17433.3021425894
TLJ3,2023,year_group_4,21760.3771578908,22039.334110328,21716.9463269758
TLJ3,2024,year_group_4,21685.1870740258,21894.2009965378,21409.1078962176
TLJ3,2025,year_group_4,21158.7445750733,21306.6898609083,20759.193562948
TLJ3,2026,year_group_4,20242.6109524333,20405.7186922988,19807.3183519231
TLJ3,2027,year_group_4,19894.4409801716,20062.9529884161,19456.4051939871
TLJ3,2028,year_group_4,19535.6010777024,19709.2885074445,19094.3485716463
TLJ3,2029,year_group_4,19043.1152166165,19223.1503209445,18602.0130193719
TLJ3,2030,year_group_4,19203.3811000229,19391.527783994,18746.0415697853
TLJ3,2031,year_group_4,18664.0197818748,18955.7455476242,18115.0724281408
TLJ3,2032,year_group_4,18337.3605825862,18644.1867904853,17766.9504703197
TLJ3,2023,year_group_5,21884.3209116379,21954.6918826764,21655.4304575966
TLJ3,2024,year_group_5,21928.0322734059,22107.149360224,21683.0428172785
TLJ3,2025,year_group_5,21852.2628796281,21932.9006748119,21381.717637058
TLJ3,2026,year_group_5,21321.7643490483,21399.8125386131,20739.8289209714
TLJ3,2027,year_group_5,20398.5722785139,20463.7058927551,19794.5430974003
TLJ3,2028,year_group_5,20047.7197940652,20110.499446245,19447.5315537663
TLJ3,2029,year_group_5,19686.1151718091,19756.0016902772,19082.0903104112
TLJ3,2030,year_group_5,19189.8349015854,19261.3631529835,18588.7782063323
TLJ3,2031,year_group_5,19351.3355703542,19432.2227381366,18736.0660146155
TLJ3,2032,year_group_5,18807.818686177,19020.2796271737,18111.8957462016
TLJ3,2023,year_group_6,21842.533127116,22049.8538852434,21806.1283482539
TLJ3,2024,year_group_6,21829.8855768776,21957.6679202699,21593.344247539
TLJ3,2025,year_group_6,21873.4882104552,22109.2740217,21625.7142931438
TLJ3,2026,year_group_6,21797.9072864193,21920.6678621673,21329.280812279
TLJ3,2027,year_group_6,21268.7283245489,21374.6357712033,20696.2895888427
TLJ3,2028,year_group_6,20347.8326135685,20448.9718440323,19767.418783621
TLJ3,2029,year_group_6,19997.8528439973,20101.2190664853,19419.5488528596
TLJ3,2030,year_group_6,19637.1476816213,19742.524663187,19065.3461380531
TLJ3,2031,year_group_6,19142.1018651763,19248.5760762965,18577.1461586971
TLJ3,2032,year_group_6,19303.2008151527,19413.683783144,18721.0874680118
TLJ3,2023,year_group_7,21374.3904726547,21450.231373398,21278.6668232093
TLJ3,2024,year_group_7,20840.5870891382,21038.5178073816,20740.2561280479
TLJ3,2025,year_group_7,20828.5196988463,20946.907335121,20544.6256167648
TLJ3,2026,year_group_7,20870.1222216444,21084.4938379146,20583.1303633526
TLJ3,2027,year_group_7,20798.008295092,20920.790912977,20317.8236536741
TLJ3,2028,year_group_7,20293.1034758379,20390.3229685657,19711.307485947
TLJ3,2029,year_group_7,19414.4504756107,19512.0538861335,18834.9263947224
TLJ3,2030,year_group_7,19080.5247434286,19180.1745771613,18502.1162100188
TLJ3,2031,year_group_7,18736.3656064709,18839.829541434,18159.701583968
TLJ3,2032,year_group_7,18264.0281998755,18370.5075092176,17693.4865551033
TLJ3,2023,year_group_8,21103.7231334577,21138.4060252539,21074.5333367202
TLJ3,2024,year_group_8,21344.7791927942,21435.065733595,21240.5690652277
TLJ3,2025,year_group_8,20811.7153204885,21015.7385441555,20707.6154657519
TLJ3,2026,year_group_8,20799.6646479071,20923.1720475072,20517.0589959615
TLJ3,2027,year_group_8,20841.2095361286,21062.2377186201,20557.2060010034
TLJ3,2028,year_group_8,20769.1955135086,20901.8311311517,20288.4559318838
TLJ3,2029,year_group_8,20264.9901704769,20369.7450322188,19679.3585300534
TLJ3,2030,year_group_8,19387.5544232013,19493.0794088821,18806.8464215961
TLJ3,2031,year_group_8,19054.0912992195,19168.7853505491,18475.2550187837
TLJ3,2032,year_group_8,18710.4089474376,18821.2070533993,18133.4627008902
TLJ3,2023,year_group_9,20459.0597996156,20533.9122323858,20429.9156963761
TLJ3,2024,year_group_9,21060.5499040018,21169.3548675843,21019.2427689704
TLJ3,2025,year_group_9,21301.112819617,21413.9386778529,21193.8641787877
TLJ3,2026,year_group_9,20769.1394699991,20975.8931699036,20662.3914416406
TLJ3,2027,year_group_9,20757.1134502454,20890.718085318,20474.769497984
TLJ3,2028,year_group_9,20798.5733474452,21033.4869371696,20515.3547477962
TLJ3,2029,year_group_9,20726.7066484943,20883.5240765132,20241.199482114
TLJ3,2030,year_group_9,20223.5327904205,20340.2841332126,19646.9603634734
TLJ3,2031,year_group_9,19347.8920692931,19476.6687668372,18766.7778733204
TLJ3,2032,year_group_9,19015.1111320456,19147.9199447808,18435.9382501299
TLJ4,2023,year_group_10,22079.7690680191,22182.5268215295,21986.5937577531
TLJ4,2024,year_group_10,22459.6724207174,22589.1352541188,22361.6216268992
TLJ4,2025,year_group_10,22808.6923009388,22937.8761954982,22688.7903995644
TLJ4,2026,year_group_10,23563.5123321918,23731.0983304789,23407.8358503644
TLJ4,2027,year_group_10,23010.242716085,23245.9019482861,22861.2007778736
TLJ4,2028,year_group_10,22770.4792346229,23130.6679555942,22623.9884713316
TLJ4,2029,year_group_10,23266.2872248589,23522.6841351669,22856.7245532727
TLJ4,2030,year_group_10,23887.7329889065,24031.3298187629,23218.9580621395
TLJ4,2031,year_group_10,23687.2743197645,23895.185627395,23034.3408727037
TLJ4,2032,year_group_10,23466.6382894809,23667.6453405165,22785.7504532052
TLJ4,2023,year_group_11,21446.4813476907,21526.4907668925,21340.141079588
TLJ4,2024,year_group_11,21790.6840678565,21909.5540785879,21652.0220138805
TLJ4,2025,year_group_11,22165.6134391496,22311.4197890149,22019.2102240546
TLJ4,2026,year_group_11,22510.063687695,22658.9109626054,22340.3458728813
TLJ4,2027,year_group_11,23255.0010454388,23432.8184491637,23054.5396603277
TLJ4,2028,year_group_11,22708.9752526967,22955.813682642,22511.141775601
TLJ4,2029,year_group_11,22472.3509356826,22834.4223183588,22288.3211212381
TLJ4,2030,year_group_11,22961.6674335259,23233.8497823387,22516.2520687742
TLJ4,2031,year_group_11,23574.9767606277,23701.6341719372,22883.7957450367
TLJ4,2032,year_group_11,23377.1426476675,23563.5624244553,22699.3298743001
TLJ4,2023,year_group_2,21916.5266649023,22184.7300463391,21860.2706909068
TLJ4,2024,year_group_2,21712.3843319486,21975.4356738454,21583.1557939062
TLJ4,2025,year_group_2,21140.757852025,21395.516085358,21003.9972066343
TLJ4,2026,year_group_2,20703.8103781268,20965.671900799,20554.6569757147
TLJ4,2027,year_group_2,20204.9927123802,20465.7614789912,20048.0446739993
TLJ4,2028,year_group_2,20963.7442817342,21247.6487404419,20784.1593023009
TLJ4,2029,year_group_2,20597.9682945045,21120.6639422946,20234.9681279443
TLJ4,2030,year_group_2,20478.5366687695,21045.2795976524,20076.9626830883
TLJ4,2031,year_group_2,20359.7975343046,20981.1278893886,19913.5252969462
TLJ4,2032,year_group_2,20241.7468758906,20917.0794458093,19755.3139450094
TLJ4,2023,year_group_3,22499.325984405,22564.7768522106,22187.7663160538
TLJ4,2024,year_group_3,22310.5184091729,22512.9653758194,21985.6238734958
TLJ4,2025,year_group_3,22102.7062249208,22328.6803343662,21725.3700132269
TLJ4,2026,year_group_3,21520.8036589485,21747.1616063116,21144.5129729031
TLJ4,2027,year_group_3,21076.0012133193,21304.3038257142,20692.6357600745
TLJ4,2028,year_group_3,20568.2163400764,20794.9059150279,20184.4074708193
TLJ4,2029,year_group_3,21340.6079290763,21581.8321382535,20930.3812673936
TLJ4,2030,year_group_3,20968.256414555,21414.8014575456,20389.498777589
TLJ4,2031,year_group_3,20846.6777755061,21335.0416581581,20239.2448476213
TLJ4,2032,year_group_3,20725.8040765905,21260.6549350994,20077.8910009807
TLJ4,2023,year_group_4,22276.7201713124,22315.3692032644,21966.7389114593
TLJ4,2024,year_group_4,22871.7344618841,22882.9543626583,22281.6544674052
TLJ4,2025,year_group_4,22679.8017467399,22721.3147578516,22083.8889891523
TLJ4,2026,year_group_4,22468.5498585966,22542.2923662119,21835.9090743405
TLJ4,2027,year_group_4,21877.0156508237,21955.4336559852,21251.7572485532
TLJ4,2028,year_group_4,21424.8508423544,21505.7943329108,20801.9259560756
TLJ4,2029,year_group_4,20908.6611221547,20995.8863355964,20290.488330575
TLJ4,2030,year_group_4,21693.8373241637,21791.6935432141,21042.7526130915
TLJ4,2031,year_group_4,21315.3226534347,21588.1352238303,20521.8768228254
TLJ4,2032,year_group_4,21191.7316467311,21500.5319174252,20356.8278296024
TLJ4,2023,year_group_5,21916.2313858025,22201.0973822831,21868.2569438404
TLJ4,2024,year_group_5,22393.4388492457,22568.9838347522,22065.1050877834
TLJ4,2025,year_group_5,22991.5707119201,23073.4125479702,22385.6398609448
TLJ4,2026,year_group_5,22798.6323670158,22929.6737421056,22194.3009436657
TLJ4,2027,year_group_5,22586.2736264765,22736.8482640279,21947.16083144
TLJ4,2028,year_group_5,21991.6400804639,22149.6460059259,21362.314143751
TLJ4,2029,year_group_5,21537.1061584874,21699.6916221774,20915.4162319448
TLJ4,2030,year_group_5,21018.2118668229,21182.4148837383,20398.9985387726
TLJ4,2031,year_group_5,21807.5019925846,21974.9397214315,21155.4143562065
TLJ4,2032,year_group_5,21427.0040975925,21791.9563118474,20655.9053187673
TLJ4,2023,year_group_6,22285.1645213509,22485.597136058,22246.7260777537
TLJ4,2024,year_group_6,22052.9562523412,22368.2174416399,21994.3219295486
TLJ4,2025,year_group_6,22533.1407844968,22777.9988986183,22197.8935144135
TLJ4,2026,year_group_6,23135.0041052699,23240.2858736286,22529.6865610955
TLJ4,2027,year_group_6,22940.8621104774,23090.7743654107,22334.7670820006
TLJ4,2028,year_group_6,22727.1785655067,22910.4321901206,22098.7384717706
TLJ4,2029,year_group_6,22128.8353857169,22311.0752656647,21513.3049908772
TLJ4,2030,year_group_6,21671.4658443894,21850.8883036715,21058.5381093466
TLJ4,2031,year_group_6,21149.3344198654,21333.6242521276,20542.3790907659
TLJ4,2032,year_group_6,21943.5485485363,22143.8373412799,21306.1144867234
TLJ4,2023,year_group_7,23703.2978399887,23801.7590243367,23603.9469241989
TLJ4,2024,year_group_7,23146.7460699675,23350.6389698447,23042.4581027567
TLJ4,2025,year_group_7,22905.5602428239,23254.2453982877,22796.7179425921
TLJ4,2026,year_group_7,23404.3095081427,23647.7993225401,23014.2884639807
TLJ4,2027,year_group_7,24029.4418665516,24130.9440697078,23377.2220345666
TLJ4,2028,year_group_7,23827.7940191384,24001.0262346907,23177.2638443551
TLJ4,2029,year_group_7,23605.849112695,23791.3909683947,22931.7965952722
TLJ4,2030,year_group_7,22984.3729897782,23173.718210756,22322.5826362965
TLJ4,2031,year_group_7,22509.3207808029,22697.6093568855,21854.1815636713
TLJ4,2032,year_group_7,21967.0028864464,22150.0200332,21319.9948559081
TLJ4,2023,year_group_8,22936.9829915154,22968.3822997219,22876.7498155724
TLJ4,2024,year_group_8,23696.0486139577,23795.313747164,23565.8980178473
TLJ4,2025,year_group_8,23139.667055255,23338.1692101272,23014.3664404649
TLJ4,2026,year_group_8,22898.5549904456,23230.4053119327,22769.2203384614
TLJ4,2027,year_group_8,23397.1517222992,23627.5273610215,22993.1110215211
TLJ4,2028,year_group_8,24022.0928952538,24116.6448450916,23354.8130225252
TLJ4,2029,year_group_8,23820.5067181969,23987.1371653772,23152.7439497169
TLJ4,2030,year_group_8,23598.6296895992,23775.0193067156,22910.3209299013
TLJ4,2031,year_group_8,22977.3436339431,23148.7886193209,22304.8274528762
TLJ4,2032,year_group_8,22502.4367111158,22674.7235046991,21838.0083551799
TLJ4,2023,year_group_9,22603.3333647332,22671.4366683162,22554.9540818228
TLJ4,2024,year_group_9,22954.5857140901,23033.5589484948,22876.300007246
TLJ4,2025,year_group_9,23714.2338726738,23836.1986830564,23579.3898488441
TLJ4,2026,year_group_9,23157.4253253726,23377.2869869024,23028.9622454502
TLJ4,2027,year_group_9,22916.1282218949,23268.6626455812,22783.3551181276
TLJ4,2028,year_group_9,23415.1075960493,23660.0262367535,23012.7250958764
TLJ4,2029,year_group_9,24040.5283728863,24151.4996440452,23376.6840231189
TLJ4,2030,year_group_9,23838.7874908471,24024.2560379177,23183.782371919
TLJ4,2031,year_group_9,23616.7401852875,23821.9524601993,22940.707300651
TLJ4,2032,year_group_9,22994.9773308264,23195.7993596135,22334.7109162683
TLK1,2023,year_group_10,26574.8146308206,26633.6568878515,26533.1019909152
TLK1,2024,year_group_10,27622.0847472353,27708.5169859165,27487.3806661177
TLK1,2025,year_group_10,28187.4318603804,28307.9532557671,28041.6396720236
TLK1,2026,year_group_10,28439.3397204097,28591.265947162,28241.1146566116
TLK1,2027,year_group_10,27925.7397333519,28199.0476385129,27728.3706125069
TLK1,2028,year_group_10,27471.7595938312,27768.40159222,27267.8217643451
TLK1,2029,year_group_10,27293.5183560989,27682.104150949,27073.5412435497
TLK1,2030,year_group_10,27509.3827062995,27910.0893339649,27290.3250055707
TLK1,2031,year_group_10,26676.8022199636,27114.6683404869,26445.4231735321
TLK1,2032,year_group_10,26145.2547523248,26570.0471783607,25832.4988038108
TLK1,2023,year_group_11,26761.2996321176,26864.2029814554,26672.9070438654
TLK1,2024,year_group_11,26382.8675249804,26494.2707486384,26278.8487223112
TLK1,2025,year_group_11,27422.5733189089,27523.1583916262,27240.5953763048
TLK1,2026,year_group_11,27983.836989002,28114.2505626366,27792.3816571489
TLK1,2027,year_group_11,28233.9253449127,28401.9098422914,27995.6341696175
TLK1,2028,year_group_11,27724.035036829,27980.4269868208,27489.1793229271
TLK1,2029,year_group_11,27273.3339483609,27568.769680865,27030.6725244763
TLK1,2030,year_group_11,27096.3801284413,27445.4584815179,26846.4332936742
TLK1,2031,year_group_11,27310.685313024,27671.0640137821,27042.8511132868
TLK1,2032,year_group_11,26484.1184684369,26878.3247287597,26224.6642493489
TLK1,2023,year_group_2,27165.1773711634,27242.0363920578,27103.060423901
TLK1,2024,year_group_2,26623.8988055939,26827.9064841562,26379.4091190851
TLK1,2025,year_group_2,25762.2352082613,25968.7892170148,25493.0111696463
TLK1,2026,year_group_2,24914.7890036487,25123.5292261126,24620.7781839984
TLK1,2027,year_group_2,24488.0147214122,24705.8256552179,24168.2152828783
TLK1,2028,year_group_2,24734.9609346952,24965.7246973187,24378.8506185134
TLK1,2029,year_group_2,24281.0328664054,24728.919225275,23720.8593916965
TLK1,2030,year_group_2,23907.6149968811,24380.9611462377,23295.904833288
TLK1,2031,year_group_2,23539.939918697,24039.7549332286,22870.8334739388
TLK1,2032,year_group_2,23177.9193134974,23709.5386819068,22453.9948081397
TLK1,2023,year_group_3,27926.1345752121,27995.2258760224,27860.8531452886
TLK1,2024,year_group_3,27080.9409569348,27196.8595333593,26996.7825377114
TLK1,2025,year_group_3,26541.34084039,26760.4159254853,26297.2865724096
TLK1,2026,year_group_3,25682.349173033,25903.7774552907,25410.4581485696
TLK1,2027,year_group_3,24837.530811727,25064.1516021547,24545.6461431617
TLK1,2028,year_group_3,24412.0799125382,24641.9409655843,24092.1896932153
TLK1,2029,year_group_3,24658.2603710746,24898.6118918837,24299.8702693403
TLK1,2030,year_group_3,24205.7398869234,24650.3985261055,23633.5730627703
TLK1,2031,year_group_3,23833.4799477122,24297.6687095651,23217.4363832993
TLK1,2032,year_group_3,23466.9449920373,23963.0627407391,22793.6489731983
TLK1,2023,year_group_4,27697.123008538,27946.6395244533,27628.0310370286
TLK1,2024,year_group_4,27916.179466656,28181.1113098197,27821.5788872177
TLK1,2025,year_group_4,27071.2871430028,27390.2745842878,26959.8074718613
TLK1,2026,year_group_4,26531.8793831095,26845.4220925195,26276.62232568
TLK1,2027,year_group_4,25673.1939291053,25987.2854778891,25391.4922174684
TLK1,2028,year_group_4,24828.6767286519,25134.4437840263,24526.5424098097
TLK1,2029,year_group_4,24403.3774942011,24709.4773867369,24076.5000268928
TLK1,2030,year_group_4,24649.4701943267,24971.287071982,24291.8237127533
TLK1,2031,year_group_4,24197.1110246794,24688.6304837068,23616.7577098166
TLK1,2032,year_group_4,23824.9837886927,24334.4864552663,23199.9595227663
TLK1,2023,year_group_5,27803.5371243237,27881.0591501499,27743.2799090429
TLK1,2024,year_group_5,27623.143260092,27922.1036023766,27525.3263189594
